@relation 80dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute dim41 numeric
@attribute dim42 numeric
@attribute dim43 numeric
@attribute dim44 numeric
@attribute dim45 numeric
@attribute dim46 numeric
@attribute dim47 numeric
@attribute dim48 numeric
@attribute dim49 numeric
@attribute dim50 numeric
@attribute dim51 numeric
@attribute dim52 numeric
@attribute dim53 numeric
@attribute dim54 numeric
@attribute dim55 numeric
@attribute dim56 numeric
@attribute dim57 numeric
@attribute dim58 numeric
@attribute dim59 numeric
@attribute dim60 numeric
@attribute dim61 numeric
@attribute dim62 numeric
@attribute dim63 numeric
@attribute dim64 numeric
@attribute dim65 numeric
@attribute dim66 numeric
@attribute dim67 numeric
@attribute dim68 numeric
@attribute dim69 numeric
@attribute dim70 numeric
@attribute dim71 numeric
@attribute dim72 numeric
@attribute dim73 numeric
@attribute dim74 numeric
@attribute dim75 numeric
@attribute dim76 numeric
@attribute dim77 numeric
@attribute dim78 numeric
@attribute dim79 numeric
@attribute dim80 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}
@attribute class5 {1,2}
@attribute class6 {1,2}
@attribute class7 {1,2}
@attribute class8 {1,2}

@data
53.378776,37.672705,77.112388,41.658328,72.729509,64.221725,82.603415,48.95184,85.816087,77.240118,75.157475,57.867492,84.94717,83.143727,90.973841,74.00523,104.897329,117.541271,119.89745,135.704483,60.423186,56.518312,88.201,71.484736,111.434114,92.064194,120.854742,105.51591,113.509842,127.129323,35.94586,74.319465,58.746134,101.788069,87.470855,92.09904,84.752372,87.100956,121.969195,94.044253,55.355843,66.75113,91.045205,84.91445,103.703869,112.249407,93.57583,96.056799,100.162184,100.915366,30.290923,59.436876,53.007317,73.447923,60.248418,63.405381,83.283151,67.393853,85.271501,69.718,76.542016,84.591324,99.351376,103.865368,121.353682,104.868759,108.559499,135.146748,137.290616,117.162313,46.851286,50.167791,73.62809,52.638979,88.677954,79.328959,107.288278,120.448054,127.012846,127.745308,1,2,1,1,2,2,2,2
52.579564,36.904223,78.447217,39.975819,72.44837,62.891853,82.491523,50.084687,85.194775,78.285189,73.904221,57.660266,83.946987,83.174837,91.834664,74.798967,107.011099,117.753609,121.576055,134.333597,58.333091,54.270744,85.09883,69.695769,110.080965,87.936792,118.823876,104.374432,111.201345,126.166864,36.063986,42.03746,80.654461,95.154895,76.954368,75.468619,81.705916,88.144815,97.205905,91.131409,56.694036,74.021967,58.687543,60.249258,98.55251,88.515879,118.107715,88.308865,108.216607,135.250437,44.596624,57.361657,60.162495,67.505826,79.169124,76.768342,78.464791,92.649185,96.501757,83.098018,77.167105,85.762581,101.065409,103.911993,122.863175,106.386393,108.003008,135.74996,137.319248,116.328742,47.953636,49.947151,74.386398,51.961465,88.603099,79.170969,104.61903,118.877564,125.852459,127.078787,1,2,1,2,1,1,2,2
55.251996,36.573742,76.903719,40.870763,71.70688,63.592549,80.554767,49.243245,84.309157,76.45699,50.237827,44.286277,75.321379,56.09935,84.623113,90.288248,56.977397,57.1042,66.800665,106.92142,33.126056,69.854608,66.076319,62.876341,75.384536,87.574763,90.259384,109.638063,111.01583,115.473674,35.498415,43.35641,82.120023,95.324594,78.446213,76.593768,81.038851,88.066923,98.473642,92.239113,55.817003,67.234588,92.697284,84.883394,104.327672,111.44074,94.773366,97.806496,100.796401,100.89224,46.074655,58.771444,61.42673,68.178303,80.201469,76.731742,80.116619,93.88755,96.70111,84.238385,79.03792,87.531388,101.970596,104.399258,124.478179,106.870653,111.299833,136.493875,138.452026,118.369484,47.755745,51.119819,74.902537,53.177319,89.508829,79.903541,105.78635,119.459388,127.070312,129.044731,1,1,2,2,2,1,2,2
52.134494,36.48784,76.525369,40.161302,70.994039,63.268725,81.535315,49.312309,84.513084,76.537642,75.320885,57.888063,83.737931,82.512938,91.112985,75.006916,108.032641,117.753418,118.868367,135.053159,34.365889,71.108262,67.791748,64.926651,76.182447,89.858505,92.534918,111.924545,111.82746,115.790875,35.456211,42.93455,82.139602,94.290052,76.247415,75.832312,80.641705,88.278285,96.631269,93.264927,57.649286,74.997688,59.090551,59.842043,100.96927,89.987991,118.460276,89.092635,111.464168,135.29329,43.014266,56.441715,59.158296,66.02524,77.831552,74.455425,78.202002,92.129648,95.112208,81.274467,77.546405,86.29783,101.551478,103.572976,122.366485,104.906975,108.541202,136.134296,137.840438,117.846791,30.88545,73.85412,90.047329,79.363508,93.295715,96.515299,85.452849,127.142251,131.193049,106.892851,1,2,2,2,1,1,2,1
52.382529,37.079922,77.495153,41.134364,71.640614,63.951334,81.272037,50.179244,84.282273,77.410912,75.614589,59.251136,85.432221,83.811069,91.484924,73.848439,108.872744,118.296477,119.08578,135.227363,34.944748,72.186776,67.745089,66.584331,78.6074,90.371964,91.253506,112.301934,111.934916,117.321568,34.855582,73.95365,58.36417,100.082822,86.822645,88.823121,85.597232,86.749698,123.124923,92.479538,55.991616,66.502243,90.812664,84.119973,104.009332,110.615048,94.535549,96.269899,99.706944,100.246443,42.75716,55.506687,58.19349,65.584445,77.259126,73.909358,76.902512,91.455501,95.004024,80.405911,77.342884,30.38733,62.994572,52.542151,58.406618,88.07176,65.583058,93.209579,51.395639,97.069043,47.771181,49.824669,73.463548,50.984894,88.577026,78.445868,105.656894,118.396079,127.433053,126.721639,1,2,2,1,2,1,1,2
51.502918,36.218939,76.768265,41.365777,70.314357,63.953668,82.972424,50.911506,83.812781,77.299562,75.065112,59.783152,85.044801,86.013162,92.149645,74.847543,107.167197,116.761734,120.259556,134.655603,59.077165,53.931288,86.584987,70.437658,110.142776,90.249558,119.2706,103.984249,111.866324,126.482413,36.577977,42.617648,81.446991,95.025108,77.751383,77.975636,80.145199,90.244717,97.794856,93.087649,59.159113,75.441803,59.475931,60.954943,101.246204,88.795846,117.590703,89.029738,110.490095,135.687742,34.072531,61.450473,55.546158,75.663005,63.840832,65.749916,86.244246,70.241656,87.879626,73.35498,77.647313,86.899545,99.924919,103.755544,121.793861,104.835402,108.451765,136.066995,137.107226,116.332715,30.042654,73.164315,91.048704,79.346694,93.915986,98.082814,84.145924,127.048689,131.240839,106.264887,1,2,1,2,1,2,2,1
53.596016,35.305112,78.14774,40.364376,71.134255,62.05321,81.718415,50.25355,84.603965,79.163829,51.988045,42.973806,76.669505,55.691729,84.172684,91.003667,55.524487,54.685242,69.191137,105.287195,33.051696,70.058366,67.009203,64.616892,75.503784,89.699029,89.883694,110.422695,110.923643,114.843579,35.495994,43.509949,82.902619,94.641302,77.517831,75.864898,80.592552,89.663667,97.96615,92.816646,56.381563,66.295632,91.987195,84.194395,105.901599,112.618675,94.973608,98.271209,100.90936,102.438083,44.839302,58.126066,60.827151,66.950898,79.278341,76.213811,79.529288,93.351315,96.217076,83.397965,78.559128,86.541715,99.941376,103.244872,123.424264,106.094215,109.574001,135.496997,138.298848,116.674256,48.335442,51.695952,75.084693,53.411391,87.519405,79.477262,107.902612,118.35265,126.81686,126.902468,1,1,2,2,2,1,2,2
51.886693,37.589732,76.936337,41.213484,73.238952,63.826533,82.176677,50.09027,83.775288,79.281678,77.801932,58.265128,84.876363,83.93765,93.131015,73.931177,108.816119,118.924941,118.652911,135.047159,58.787963,54.444948,85.243559,69.952944,109.956999,89.119073,117.448631,103.510718,109.949474,126.197245,35.057337,73.433975,57.992937,100.699637,86.594403,90.324304,85.097861,87.114702,123.076939,92.035403,56.470487,74.920019,58.782029,58.685911,98.979779,88.596725,115.85392,87.883856,111.053039,133.238737,32.627308,61.699719,55.631862,75.522622,63.606775,65.670678,85.364495,70.46179,87.112863,72.196084,76.694586,30.184929,61.587155,50.342712,57.490682,88.003611,64.921957,91.857127,49.670702,96.157794,49.10953,50.188759,75.207828,53.565569,89.663903,78.975733,107.366687,120.539598,129.623042,127.970469,1,2,1,1,1,2,1,2
53.732528,36.380851,78.43979,40.518271,72.191054,62.79607,80.776398,50.093638,85.121065,75.530293,52.267755,44.647844,75.834378,53.658382,85.164092,91.884567,56.666751,54.746075,70.050848,105.554503,33.357976,70.20602,65.698394,63.922982,76.573367,89.271711,90.155537,110.187968,109.947533,115.675808,36.027979,43.089106,80.978285,95.206686,77.775704,76.210638,80.061526,89.139591,96.974029,94.589416,57.332043,74.261273,59.157706,59.010899,99.120968,88.622183,115.673815,88.098726,109.284293,133.999457,32.776051,60.611982,54.262251,74.603106,62.226473,64.704704,85.286865,69.117951,86.057628,72.106332,79.052536,87.57545,102.269138,104.674924,123.787292,107.265247,111.693294,137.246766,139.577798,119.625468,30.963911,74.993471,90.649031,79.113332,92.489809,96.769082,84.18823,126.248268,131.561883,104.765365,1,1,2,2,1,2,2,1
54.926738,38.468915,79.410646,39.828622,71.878229,63.358667,82.522967,51.701892,83.935529,78.991111,76.458123,58.360482,85.153829,85.19295,91.758804,73.028536,107.952056,117.291008,120.549798,136.704037,58.781933,54.071903,85.053055,69.69613,110.412277,89.207889,119.108124,102.59538,111.237146,125.778413,35.608728,41.294257,80.89903,93.885655,77.334953,74.247675,80.080758,88.022948,98.415212,91.193151,58.532362,75.028542,59.169812,59.568824,100.764374,89.82335,116.706928,88.235766,110.771931,134.943845,43.612482,56.299611,58.519184,65.793151,78.021267,74.595089,77.530225,92.95328,95.444216,81.79514,77.365418,28.999598,61.891568,51.562398,58.356932,87.789523,64.504364,91.31331,51.290915,97.632269,30.464726,74.522654,89.476473,81.156333,92.735447,96.188228,85.130744,126.188431,131.022868,103.953513,1,2,1,2,1,1,1,1
53.961461,36.776343,77.893364,41.966502,73.131265,63.725568,82.655986,49.585299,83.127769,77.671198,73.820718,55.752432,82.439053,82.790813,90.616082,71.792283,107.803147,116.805813,118.195096,133.260229,34.21488,71.701715,68.319648,65.447932,77.77847,90.681358,91.833239,111.07882,111.978797,116.281367,33.454849,42.262382,80.922502,94.665562,76.725659,76.80791,79.106019,86.3913,96.50529,91.193853,56.024807,65.606639,93.13791,86.561977,104.929467,112.52574,94.492832,97.682847,100.148661,101.607988,33.915876,62.932094,56.006399,76.209936,64.201698,67.373103,86.764601,71.216332,88.211246,74.159152,78.183302,85.765553,100.320701,103.301798,122.211838,104.965268,108.649212,135.467583,136.031557,116.939408,48.560062,49.350633,73.728304,51.485218,89.733032,78.927521,105.775663,118.036736,125.94773,125.891665,1,2,2,2,2,2,2,2
52.781108,37.428694,77.703995,40.394913,73.039698,64.95313,82.131458,48.852292,86.13144,77.984465,52.599152,44.222086,77.593368,58.415163,83.436564,90.395486,56.704921,57.741254,69.673412,105.261264,59.318569,55.304028,85.945519,70.747036,110.905076,89.329443,118.457192,104.411347,110.955211,124.48942,33.951664,73.333795,57.63611,100.498559,86.848028,88.231005,83.758527,86.569889,123.265558,92.756131,57.845962,67.521308,92.989033,86.362259,105.803928,112.992942,96.008099,98.24591,102.392253,102.274851,33.276973,59.978519,54.608483,74.759275,62.236216,64.716696,84.815472,69.261182,86.172782,71.23334,76.128575,30.428337,61.322792,50.68714,57.434997,87.158029,63.286803,90.339797,50.54203,94.676136,47.518766,50.574888,74.705825,52.245846,89.366305,78.623194,106.561115,119.026713,125.351458,127.450635,1,1,1,1,2,2,1,2
53.056349,38.414681,78.776353,42.275068,73.902423,65.077396,84.402058,51.263358,86.815387,76.837527,51.693915,43.637772,76.298438,55.167027,85.705557,90.226312,54.929794,55.10035,68.559881,105.041279,33.252437,70.623565,67.245645,64.507353,77.071264,90.416989,90.886804,110.332912,111.066477,116.005487,35.304549,44.348133,80.891716,94.263402,77.590742,75.104495,80.466902,87.395218,97.662664,91.564906,56.249913,66.892234,91.181408,85.314799,105.308765,111.678433,96.254157,97.813282,101.384092,101.533697,32.244296,59.455801,53.52549,73.745252,61.552649,63.589198,84.40494,68.344148,85.911061,71.532497,76.787098,30.152174,61.624847,50.866627,57.148548,88.332537,64.769324,92.247505,50.859047,95.748858,47.224248,50.915274,74.106079,52.220073,90.830644,79.987177,107.854616,119.434313,125.493496,126.356025,1,1,2,2,2,2,1,2
52.895425,38.616732,77.508411,39.778325,71.693449,64.588698,82.666363,48.925559,83.891904,76.797138,51.383926,47.353347,78.244999,54.697431,85.888906,91.396224,57.661628,56.280712,69.8502,106.544703,33.558765,69.770667,67.19643,64.309227,77.237781,88.448807,90.419666,109.846821,110.628111,116.002196,34.76409,73.711107,56.337782,99.357591,84.764674,89.554719,85.046904,87.12171,122.683674,93.253054,57.783046,75.087845,60.069681,61.080987,101.096659,91.482927,116.753854,88.910865,111.472767,136.811961,34.973526,62.595978,56.91784,76.719984,64.696727,66.575732,86.679797,71.274941,88.330026,74.002104,76.451033,29.945727,61.755117,52.844496,57.937344,87.747047,65.446236,90.158084,49.127234,98.928748,31.0857,75.147799,90.36476,79.396209,93.830896,95.928072,83.929333,125.453105,130.986063,103.448606,1,1,2,1,1,2,1,1
53.598596,37.628312,77.81396,40.505851,69.902988,64.816522,80.514247,51.491162,86.06723,79.35208,51.107304,44.877187,75.843313,55.301284,84.898634,89.880063,57.035956,56.845061,66.949293,104.447814,57.718225,53.606712,84.895385,70.391865,108.749994,89.273684,118.188019,103.15208,110.965554,124.701621,36.659227,75.525904,60.482249,102.973333,88.174042,91.221238,86.579546,87.767048,123.944464,95.469774,55.161543,65.364802,91.140462,84.265266,104.814801,112.119274,94.844561,96.317738,100.203682,100.574444,32.873911,60.906613,54.717406,73.830681,62.542963,64.844672,84.768765,68.51364,85.931951,72.552434,77.052849,84.169325,99.561094,102.77777,120.779535,103.840693,108.089237,133.862842,136.822472,115.719316,45.436788,48.709124,73.663442,50.701802,89.042927,78.177091,104.966264,118.138198,123.948205,126.061712,1,1,1,1,2,2,2,2
54.015746,39.711781,77.433168,42.197444,72.401782,64.214058,83.235776,52.382606,85.640125,79.433307,51.72646,43.603158,77.328964,54.39088,85.448584,90.136419,55.070853,55.785757,68.365025,103.969276,60.053077,54.3295,85.786838,71.348808,110.215463,90.262666,119.760957,103.989231,111.617283,126.257633,36.16469,74.840236,60.606998,102.227049,86.687605,91.445277,86.641131,88.891578,124.508828,95.482615,57.967988,66.216936,91.722575,85.257306,104.990105,112.055578,95.709717,97.308417,100.908987,102.63628,43.215071,56.186957,57.960743,65.868823,77.93778,74.897007,77.77836,91.939423,95.189121,81.58888,76.837643,29.765078,63.384532,51.943784,57.11342,88.631649,66.953088,92.743079,48.374262,96.83647,47.488486,49.632144,73.554086,52.333987,89.019753,77.862251,104.986582,116.426255,124.914165,125.411479,1,1,1,1,2,1,1,2
55.447852,36.453185,76.633421,39.358176,72.425657,63.915537,83.223259,49.716663,85.148357,77.712265,75.161478,59.551215,86.512483,84.420709,92.661375,75.558961,108.329561,119.061563,119.198744,136.438653,59.705343,55.597358,87.675188,72.114735,111.563884,92.153267,120.046731,106.170231,113.123653,126.66383,35.022989,73.916323,59.326245,100.836266,86.08651,89.840896,84.457599,86.255245,123.423423,91.942708,54.834809,64.672836,92.021199,84.524836,102.499117,110.348431,93.692799,97.301555,98.696159,99.832144,32.166297,60.533383,53.734017,74.547451,61.554447,64.178443,84.077911,67.733967,85.802671,70.731741,77.355341,85.263923,100.189869,104.193145,122.448711,104.754868,109.045634,133.415152,136.982489,115.90898,32.84687,76.655844,91.901943,79.366547,93.353197,97.477074,86.737697,126.844665,132.67655,105.428364,1,2,1,1,2,2,2,1
51.99088,37.108731,76.314278,39.6222,71.836067,63.373109,80.422401,48.63479,85.328827,77.23388,77.649662,57.782036,85.812756,83.715689,92.376463,75.366823,106.932209,117.788832,120.024851,133.319335,33.639193,69.344763,66.671077,64.621038,76.683502,88.730618,89.396157,110.206486,111.05595,115.76616,37.905488,42.835992,81.34969,94.921728,76.601055,76.666387,81.536595,89.616046,98.367074,93.058476,57.753326,68.23879,92.574891,86.187718,106.967673,113.678984,95.501134,98.613178,101.366555,101.76923,35.785212,62.458171,57.205695,76.784606,65.114627,67.769121,86.766668,71.127359,88.811068,74.874881,75.959361,30.257255,61.442539,51.19851,58.034674,88.257578,64.857476,90.520377,52.906906,97.10832,47.684971,49.428533,74.10392,50.44375,86.420804,78.032805,106.570313,117.211545,125.24747,125.13004,1,2,2,2,2,2,1,2
53.227018,36.781577,76.7298,40.21222,70.78973,64.855195,83.742811,51.224959,84.2093,76.535139,75.123615,56.275536,84.119435,83.587189,92.334981,73.881419,105.765682,116.568459,120.566853,133.535561,60.487881,56.902629,88.533254,71.91989,112.686728,91.823816,121.742415,106.260114,113.75747,126.917117,35.188233,73.132928,58.789845,100.277628,86.50926,90.600276,85.169586,86.629642,123.093607,91.850037,59.219495,76.494037,59.743378,60.379296,100.108644,89.87452,116.942278,87.762616,109.529792,136.089229,34.921997,63.334819,56.857879,76.928931,64.841631,67.248602,87.109993,72.039502,89.074923,74.18709,78.452182,86.771187,101.806494,104.904006,122.11675,105.973972,110.227871,136.196794,138.703306,116.981429,47.853932,50.023946,74.899847,52.229132,88.30157,78.572837,106.655879,118.812012,125.671664,126.121723,1,2,1,1,1,2,2,2
51.281527,35.413407,76.231364,39.918272,70.737895,62.659052,80.877391,49.6571,84.072689,76.524887,75.377088,57.508438,83.494143,82.668534,90.550991,74.384151,106.166619,116.131047,118.36395,133.45792,32.231841,69.241729,65.57582,64.528191,76.275469,89.083268,89.823023,110.265381,109.449031,115.695309,33.434075,74.302342,59.167234,100.866091,86.093793,90.80794,84.163928,86.319929,123.511516,94.219958,59.308107,74.912812,59.37911,61.170113,102.165832,91.626586,117.161118,88.079042,111.234288,134.692947,44.035856,57.181928,59.240585,65.801271,77.970423,74.797568,78.225548,92.216585,95.048555,81.920664,76.131483,30.817272,61.775985,51.069537,57.976947,87.224372,64.171814,93.577337,50.704086,97.281374,45.964942,49.513537,73.071305,50.909612,89.865849,77.987923,105.69851,117.916545,126.240099,126.813101,1,2,2,1,1,1,1,2
54.116859,36.63472,77.443193,41.282622,71.79607,64.295982,81.367913,49.399121,84.353144,77.551061,52.554725,46.772166,76.954527,57.969566,85.8111,91.281664,58.06486,56.635373,68.460229,104.389914,59.885632,55.599605,87.371627,71.027461,110.388191,89.852865,120.710968,105.148525,112.618962,125.694933,37.589916,74.912486,58.106121,102.151941,88.763282,91.50689,86.732658,89.045357,124.559026,94.76403,55.86253,66.668882,91.436944,85.183824,104.773943,112.468968,94.768966,97.319751,100.458491,101.255998,44.707375,57.287905,59.64336,66.977654,78.710507,75.456582,78.103232,92.957963,95.558544,82.551921,75.557453,29.990887,62.144939,50.970254,57.019014,88.374062,63.820976,92.390539,50.704768,94.278742,31.005815,74.874987,90.432118,79.510139,92.790143,97.842526,85.817829,126.425746,130.118108,104.950999,1,1,1,1,2,1,1,1
52.092557,37.707439,75.487611,39.29259,72.573325,64.126404,82.594036,51.692113,85.714036,78.456836,73.675286,56.594598,83.600312,82.756772,89.147175,76.127126,108.201092,116.626562,119.553113,133.894599,58.261756,54.244704,85.997068,70.105558,109.529703,89.038189,118.753591,102.941211,111.276839,125.055721,36.352483,44.571662,81.888433,95.872882,76.499636,76.854129,80.66899,89.65575,98.42827,92.599893,56.559707,67.086515,92.308112,87.647726,105.121129,111.804335,96.308969,98.835651,100.91105,101.326062,33.04417,61.958368,55.686271,75.750425,63.341317,65.989669,86.084958,69.905787,87.674249,72.691298,79.803138,88.744325,103.207109,105.408139,124.553549,107.225288,111.275894,137.304345,139.957154,119.051309,47.918852,51.802223,74.674435,52.371957,90.231556,81.672864,106.4446,117.877944,127.948691,127.171844,1,2,1,2,2,2,2,2
53.759401,37.768616,78.436936,40.446686,71.958531,64.024248,82.48179,51.574943,85.263978,79.671971,50.888991,45.872078,75.05262,55.648178,84.559368,89.969552,57.405402,56.407832,68.803762,105.097736,57.706159,53.39913,85.364133,69.90536,108.149166,90.09397,119.19246,103.414949,110.605225,124.780321,35.512256,74.676003,59.378602,101.41752,87.761121,90.785672,85.297823,88.964007,122.893372,93.575536,56.414329,66.213595,91.54768,85.767881,104.617469,111.597106,96.034954,97.347799,100.795328,100.295719,35.033041,62.554662,56.430709,76.66085,64.551933,66.552088,87.481461,71.702222,89.236095,73.53895,76.118743,28.594053,61.723917,51.411283,55.939831,87.580878,64.437699,90.337314,49.382322,96.417022,49.288258,52.050932,75.757677,52.193114,90.792865,79.786712,107.425529,120.071673,126.550153,129.052471,1,1,1,1,2,2,1,2
54.336097,36.97987,77.710043,39.157774,70.723377,63.871177,82.230363,51.316876,84.407491,77.013218,74.456887,59.199198,84.284613,82.761071,90.283743,73.629675,106.501586,118.295858,119.095021,134.173656,58.073369,54.112347,85.093316,70.145112,108.958894,89.298363,118.345189,103.066759,110.100617,124.861106,37.828868,42.698407,81.270034,95.774551,77.183217,75.839976,80.977804,88.146273,97.806399,92.554058,57.287294,75.235078,58.481338,60.611423,99.968387,89.89174,115.630674,88.430314,110.871917,134.166574,33.130499,61.02379,54.94865,75.415462,62.724359,64.872557,85.19382,69.945755,86.544727,72.143648,76.260607,30.236032,61.944227,52.195604,58.20628,87.214084,62.469374,91.47507,50.223852,97.758648,47.800259,52.532621,76.835086,52.120709,91.751077,78.697838,107.089596,120.550841,128.380506,127.790664,1,2,1,2,1,2,1,2
53.606244,37.303278,75.908148,41.615845,71.733195,64.354186,82.069087,50.488192,84.26979,76.260814,50.670752,45.070638,77.481764,55.627517,85.45431,90.569593,56.189194,55.882742,68.526893,106.229039,58.973177,54.67036,86.866447,71.063153,110.302377,88.822794,117.878594,103.910626,111.386605,125.876077,36.31795,43.498544,81.581626,94.768331,78.895824,76.670184,80.926868,90.186069,99.31659,94.564217,57.391617,67.982584,91.372091,86.691571,105.426584,112.839441,95.482494,97.646544,101.742911,101.188075,32.082773,60.81404,54.122757,74.338306,62.270924,65.281588,84.393163,68.947223,86.262438,71.459244,76.793262,31.776916,65.280255,52.999333,57.672118,89.030602,64.013502,91.841018,49.613572,98.267386,48.075817,49.200873,73.874527,50.828296,90.381304,79.061705,106.675644,120.481118,125.665696,125.3302,1,1,1,2,2,2,1,2
52.466192,36.563227,76.07642,40.200287,72.568205,64.746126,82.169624,51.908423,84.902729,77.687778,53.005301,43.793607,78.180069,57.531462,87.578992,91.938038,58.078321,56.297832,69.117112,105.107852,34.283077,70.059309,67.018922,64.376302,77.422624,89.01254,91.624732,110.96641,110.530189,115.787583,34.979725,72.459652,58.108623,100.148049,85.895769,90.158522,83.706258,88.321672,122.54025,92.60181,58.162168,76.667554,58.907176,60.177741,101.742916,90.020589,116.849439,88.101353,110.266972,134.499694,32.239119,60.807646,54.254158,74.447384,62.22673,65.304448,84.809758,69.175838,86.625596,71.928056,75.053866,29.628746,61.18828,52.60668,57.016756,88.775106,63.163719,91.362299,50.99281,97.070344,30.900696,73.620588,91.100159,78.928407,93.289713,97.295641,84.16884,125.870568,131.079393,104.346487,1,1,2,1,1,2,1,1
51.93354,35.715127,77.57713,42.019109,72.239351,64.037143,83.068852,50.675481,84.406326,77.757501,51.97938,45.47747,75.355955,56.095826,86.311552,91.504859,55.981727,56.587837,69.09271,105.466707,32.687822,69.62674,66.216328,62.830092,75.771478,88.47296,90.885986,109.851853,110.533675,114.983848,33.994405,73.427546,59.288606,101.246316,87.068267,91.445132,85.205524,87.605685,123.630009,93.34001,58.352376,75.296615,59.171092,60.441832,100.780139,89.594628,117.509235,88.181912,111.766573,136.009592,43.582671,56.164042,58.580864,65.771051,78.391414,73.970912,77.610477,92.293416,95.069331,81.367939,76.782416,85.23765,99.887151,102.856229,121.118591,104.385682,108.13581,133.245529,136.739909,115.687003,47.311868,50.10287,73.871561,53.037931,88.472454,79.645093,106.982475,119.539753,126.088357,127.895829,1,1,2,1,1,1,2,2
54.422585,36.276696,77.74199,40.959725,72.930875,64.167113,82.117503,52.350956,85.055333,77.533346,51.845678,45.172295,76.806368,55.476778,85.64514,90.275241,57.356098,56.805633,69.760984,107.353195,57.970265,54.313361,84.870887,70.438322,108.710128,90.001151,118.033328,103.892259,110.944245,124.787167,37.922119,44.823793,81.282494,96.04918,79.319183,78.170492,82.635481,89.94054,98.470647,93.032891,55.784671,66.156867,92.196472,85.586044,105.966162,112.547897,94.808627,97.284979,101.802548,101.036469,33.201452,61.335953,55.544723,75.249302,62.815459,65.467466,85.581444,69.28662,87.340886,71.910207,76.990968,84.43995,99.363807,103.319755,121.011956,105.396378,108.181885,134.819692,136.405064,116.044234,31.803385,74.455186,90.275959,78.197984,93.924307,97.062132,85.869415,125.093019,130.546926,106.202844,1,1,1,2,2,2,2,1
54.456585,38.572868,78.328186,41.603305,72.956035,63.712656,81.606865,49.136664,85.918689,77.963568,76.492392,55.912573,85.226917,83.843158,91.026657,72.825469,106.482635,116.497799,118.94571,133.454851,59.506752,54.038074,86.653086,71.21866,109.291653,89.232835,119.346482,103.241382,112.112686,125.421375,35.340281,41.352681,79.994113,92.574019,76.834865,75.483913,79.539496,88.221349,97.413087,91.573787,57.205079,74.339071,60.357638,58.263767,97.494806,88.159032,116.086757,87.359773,111.011723,132.933812,44.858013,58.470601,61.221986,67.804183,79.603125,76.285686,79.444181,93.780809,97.260823,83.698144,75.157541,30.988479,62.019008,51.320213,56.373696,85.950147,64.237538,90.833737,51.717967,96.393454,32.001484,76.382526,92.046381,81.782317,94.034821,97.564098,84.869998,126.079214,132.146078,105.678164,1,2,1,2,1,1,1,1
53.811707,36.48077,76.15929,42.594222,72.123332,62.829535,82.24315,50.343146,85.098735,78.061313,75.667613,57.197519,85.424214,84.61126,92.382526,74.121025,108.237148,117.587813,117.972129,134.070055,31.768988,69.136644,64.597658,63.057181,74.374497,88.025036,90.101643,109.002239,109.749122,115.296145,35.854463,74.458768,58.645654,102.437999,86.752912,90.231141,85.949405,88.5725,122.665627,93.846771,56.808078,65.60725,92.207012,84.915954,104.66596,111.497989,95.144213,97.186054,101.426314,100.808111,33.760722,62.648995,55.935244,75.557458,63.637005,66.125851,85.72958,70.395581,87.462414,73.092499,75.019048,30.586738,63.470492,52.746621,59.134701,86.598953,66.177934,90.989383,50.312338,99.219651,45.932008,51.2681,73.416408,53.427319,89.747192,78.264088,106.352169,118.705104,125.461684,128.0334,1,2,2,1,2,2,1,2
53.116023,37.07765,78.910811,42.126754,72.478239,62.630508,82.787078,49.708321,86.31068,80.812997,75.664909,56.230278,84.204858,85.419998,90.832606,74.62658,107.984626,117.926083,120.801226,136.208487,34.327616,71.376262,67.531911,65.865633,77.508332,90.454146,92.271809,111.348317,111.777591,116.312946,35.680121,75.377145,58.926425,100.83887,87.271249,91.451303,84.854452,86.87423,124.023218,93.445039,56.47124,66.506172,91.231669,85.041304,106.079791,112.508646,96.029372,97.544096,100.900707,100.306251,44.67232,58.185533,61.008645,67.123604,80.029978,75.923839,78.600004,93.616747,96.122928,83.087806,75.233552,29.830606,63.332925,50.122032,56.993907,87.199505,64.873056,90.639227,50.480681,95.817907,50.273647,50.693408,76.844832,54.39442,91.06564,79.654958,107.647165,118.689189,128.721373,128.368983,1,2,2,1,2,1,1,2
