@relation 100dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute dim41 numeric
@attribute dim42 numeric
@attribute dim43 numeric
@attribute dim44 numeric
@attribute dim45 numeric
@attribute dim46 numeric
@attribute dim47 numeric
@attribute dim48 numeric
@attribute dim49 numeric
@attribute dim50 numeric
@attribute dim51 numeric
@attribute dim52 numeric
@attribute dim53 numeric
@attribute dim54 numeric
@attribute dim55 numeric
@attribute dim56 numeric
@attribute dim57 numeric
@attribute dim58 numeric
@attribute dim59 numeric
@attribute dim60 numeric
@attribute dim61 numeric
@attribute dim62 numeric
@attribute dim63 numeric
@attribute dim64 numeric
@attribute dim65 numeric
@attribute dim66 numeric
@attribute dim67 numeric
@attribute dim68 numeric
@attribute dim69 numeric
@attribute dim70 numeric
@attribute dim71 numeric
@attribute dim72 numeric
@attribute dim73 numeric
@attribute dim74 numeric
@attribute dim75 numeric
@attribute dim76 numeric
@attribute dim77 numeric
@attribute dim78 numeric
@attribute dim79 numeric
@attribute dim80 numeric
@attribute dim81 numeric
@attribute dim82 numeric
@attribute dim83 numeric
@attribute dim84 numeric
@attribute dim85 numeric
@attribute dim86 numeric
@attribute dim87 numeric
@attribute dim88 numeric
@attribute dim89 numeric
@attribute dim90 numeric
@attribute dim91 numeric
@attribute dim92 numeric
@attribute dim93 numeric
@attribute dim94 numeric
@attribute dim95 numeric
@attribute dim96 numeric
@attribute dim97 numeric
@attribute dim98 numeric
@attribute dim99 numeric
@attribute dim100 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}
@attribute class5 {1,2}
@attribute class6 {1,2}
@attribute class7 {1,2}
@attribute class8 {1,2}
@attribute class9 {1,2}
@attribute class10 {1,2}

@data
68.908075,93.369541,111.158118,108.572951,129.540281,116.676535,136.771267,132.077192,132.650977,146.879344,53.214024,62.622216,66.924065,66.640183,69.018189,71.144427,74.114876,75.203513,70.328125,75.893796,38.853926,44.749673,71.326207,59.626135,75.051566,71.599216,77.348482,79.385326,86.11833,81.425834,35.966561,25.85308,48.420112,84.937262,52.036286,42.389605,65.328121,85.78378,79.911241,73.766222,53.786511,55.986253,87.47848,106.745881,111.989909,88.634251,98.423195,120.376867,119.967879,119.779888,44.847477,81.698482,78.078879,77.799279,103.343325,82.504297,78.738136,84.554349,104.076632,76.415969,42.206439,76.328415,54.940336,69.766656,80.204925,89.373231,85.374285,81.774003,88.536863,85.603515,50.761976,45.16862,67.607152,61.388051,56.370319,98.7009,64.087114,93.295291,116.344122,100.486201,63.253444,91.38267,114.859774,121.815908,118.864334,112.38236,129.517327,123.157263,119.583818,121.691974,22.433581,45.431195,60.283338,67.66411,78.345251,73.27671,75.479628,72.433523,90.062271,76.450784,1,2,1,1,2,1,2,1,1,1
69.057435,92.733361,111.05744,107.193666,129.890358,116.342838,135.26586,130.758905,131.814289,147.278393,37.155478,49.141116,53.208695,61.082904,66.203931,63.900246,60.900067,72.870777,68.826814,75.957766,30.756074,52.741805,65.640316,73.577807,63.979064,72.792005,73.143554,77.172121,86.696674,87.36874,37.012291,25.024885,48.876715,86.085802,50.330032,40.31156,63.892486,87.212031,80.133457,72.710333,38.430793,30.471454,60.754357,31.894636,77.727804,65.748231,41.650408,61.349126,94.179865,63.981687,50.825993,23.659803,73.639199,30.890676,34.238006,74.566292,44.473258,76.853459,78.943675,87.010727,39.854148,60.265005,79.146025,95.149824,104.032824,94.186396,108.504194,90.171657,92.308524,112.642511,50.73115,46.65156,67.800536,59.484822,57.967352,96.198376,63.545172,94.682185,115.172748,100.700567,63.415221,91.037999,114.084742,119.731291,118.603111,109.387945,127.764397,121.277754,118.624113,119.283613,31.721192,67.579702,84.520944,91.752356,76.687886,81.278966,83.535577,86.484593,117.283987,120.674836,1,1,2,1,1,2,1,1,1,2
68.674893,91.652677,109.813067,106.483585,129.006466,115.383408,134.719667,130.480573,130.796973,146.140618,51.267697,60.872069,65.390982,64.87619,67.260693,69.175875,72.402321,73.563864,68.346223,74.321798,39.397916,45.252964,73.019228,61.304335,74.342675,71.355812,78.111616,79.711508,86.00443,82.699266,36.094604,23.178988,47.755631,85.03267,50.129875,38.49456,63.106705,85.515525,81.423405,73.62602,55.402687,57.343098,87.222778,106.404464,112.425222,88.315916,98.796182,121.46014,120.617115,122.008916,44.586211,81.887104,79.356585,75.42195,101.881304,82.750449,82.661332,85.128907,102.698612,76.753943,37.164952,57.285427,75.787338,92.666892,100.16021,90.13339,105.973992,87.444831,90.087693,109.649089,73.913128,76.957931,75.287504,68.262683,110.201492,102.759993,88.48409,106.452962,111.067779,89.798812,62.849537,91.981781,114.123244,121.343835,119.785413,111.899206,128.875958,123.303014,120.93034,122.078577,32.316277,68.150872,86.932496,94.613499,78.541765,82.209731,85.813501,87.907173,119.090831,122.13024,1,2,1,1,2,1,1,2,1,2
69.138013,92.481986,110.733802,107.310317,129.774386,116.413848,135.957984,131.182261,131.715594,146.133221,37.352075,49.535935,54.356621,61.308686,66.820083,64.83739,61.221222,73.393503,68.753967,76.442315,31.44233,54.693514,67.410493,74.762973,65.341139,73.63754,73.05844,78.732516,87.666818,88.713308,74.954811,61.169988,84.366464,79.150563,99.810826,87.020421,107.060544,109.431589,122.810813,100.76864,53.989565,54.941972,85.909723,105.658389,111.284107,86.996405,98.482453,119.474474,118.431717,119.817419,48.515804,20.623114,70.531417,29.638904,34.953182,76.751602,45.180722,77.699071,78.24438,86.774863,37.714632,58.098955,78.078523,93.772897,102.534458,92.114832,106.838482,88.208607,91.827189,110.747957,74.071582,80.72285,74.405483,70.327275,107.319455,101.417346,86.779263,104.206795,112.604417,90.292023,48.631135,62.565681,59.365375,65.768477,61.963472,69.647321,70.30739,73.582933,68.567179,69.247074,22.452857,45.486858,61.219204,65.899052,77.798598,72.605392,75.774885,70.956711,90.296692,76.352047,1,1,2,2,2,2,1,2,2,1
70.344654,94.466182,112.959145,110.081919,131.478221,118.336486,137.397469,133.260961,134.476835,149.51621,36.812233,49.052531,53.54033,60.973114,66.561589,64.424573,60.739428,73.196629,69.383363,75.305373,32.537528,54.724195,67.508609,75.807603,65.484296,74.392938,74.151519,78.923872,88.274718,89.640451,38.038436,23.943684,49.814952,87.597574,49.630408,39.705644,63.26677,87.770783,79.565379,73.8,52.81365,55.045206,85.828137,105.30504,110.317455,87.632377,97.393311,118.705398,117.763898,119.649565,50.820012,22.502265,72.704731,30.043641,35.011592,76.382575,44.666371,76.587092,77.304027,86.042188,39.708721,59.773005,78.703192,95.942051,103.602875,92.918373,108.647456,90.912487,92.938807,112.617208,72.914354,79.929816,75.518766,70.367788,107.93287,102.022711,87.188335,105.681492,112.8884,90.928026,62.411014,90.463895,114.737016,121.162336,119.684656,111.408661,127.788655,122.6433,119.324924,121.118151,21.102885,43.757205,59.224727,65.003264,76.266192,71.540878,73.259469,69.890116,87.328418,74.797715,1,1,2,1,2,2,1,2,1,1
70.927708,94.901019,113.018104,108.326612,130.754221,117.782986,137.598106,133.575858,133.274937,148.484598,36.768179,49.258494,53.584052,61.170849,66.087385,64.444712,60.532371,72.730332,68.269122,75.569949,40.058504,45.048493,71.657739,60.516228,74.868248,72.466659,77.659774,79.912765,86.060808,83.035585,73.648418,60.953579,80.91591,78.636872,98.474135,87.187954,106.393527,107.005194,121.695928,100.777833,52.549612,55.984967,86.600952,107.240189,111.581033,88.83803,98.398641,121.663132,119.475207,121.785059,44.430695,81.461893,76.296575,75.758182,102.344224,83.518297,79.94023,84.671721,101.749556,74.715829,37.609796,57.746469,76.234437,94.366173,102.345394,91.218616,105.710033,87.660948,91.705089,111.017639,51.611977,47.649993,69.431954,59.492845,57.673614,97.829655,65.982734,93.499257,117.810105,100.128365,62.974545,93.237332,115.753894,120.801131,119.020868,112.703605,129.953003,123.963579,120.575874,121.945595,32.841496,68.909197,85.315715,94.579276,77.770539,82.659356,84.904807,87.76277,117.843619,122.16427,1,1,1,2,2,1,1,1,1,2
70.71765,95.439312,112.487133,109.499617,130.655585,117.494148,138.365397,132.793818,133.642768,148.672718,52.06415,61.489748,65.995821,65.557504,68.332773,70.139533,72.849456,74.33713,68.902826,75.215195,31.901881,54.244297,67.410704,74.929401,65.255253,73.945663,73.797722,78.77749,87.061049,88.697475,73.073844,61.650714,81.111432,79.546177,99.707765,86.183153,106.311525,107.045805,121.281875,99.963925,53.355881,55.106561,86.621751,105.53103,111.243852,88.035952,98.660694,119.889779,118.21708,121.660904,49.678117,21.288275,72.271029,28.274094,35.028751,74.812636,43.859049,76.535437,78.361355,85.105845,41.491737,75.487472,55.746705,70.459995,77.397911,86.500565,85.139279,82.155286,86.409901,83.883772,74.263511,80.389904,76.330292,68.58887,108.206868,101.50276,88.066085,105.74151,114.008549,91.128652,61.388571,90.504091,114.189362,119.258545,118.441542,110.392549,128.371196,123.57741,119.363701,119.36409,33.328085,68.002844,85.511092,94.279405,77.747744,81.130141,84.363375,87.455167,118.285754,122.047235,1,2,2,2,2,2,2,2,1,2
69.467263,93.44344,111.281231,107.995842,129.730472,117.254739,135.939656,131.950958,132.281549,147.447975,52.766158,62.01832,66.643219,66.013613,68.555129,70.696085,73.345214,74.601547,69.81662,75.490045,33.007198,54.54665,67.63285,75.394536,65.990951,73.933337,74.178788,80.0072,88.370948,89.301239,75.018457,61.689903,84.622629,80.057297,101.475863,88.044799,106.96362,110.202609,123.311888,101.314356,53.7676,55.756883,86.844672,106.924073,111.171196,89.087036,98.253211,118.605841,118.607089,120.179196,50.110294,23.372585,73.14491,30.140034,35.379563,76.081614,44.704715,77.67243,78.611769,86.562962,41.403225,76.684708,55.471608,70.973175,77.507063,88.443572,84.976984,81.9709,88.039733,81.066621,76.673086,80.542163,77.49006,69.972367,109.233438,105.442252,88.432601,106.589347,114.355944,90.538964,62.518025,91.167605,114.655503,120.63565,117.992208,111.347471,128.911957,122.817752,119.251901,121.484184,21.148724,44.569739,59.404737,65.243304,77.932452,72.474193,74.581355,70.299688,89.358068,75.625043,1,2,2,2,2,2,2,2,1,1
69.650261,93.753797,112.823619,108.574906,130.139616,117.309514,137.106609,132.446351,131.586543,149.132659,51.053819,60.693094,65.18246,64.494164,67.256703,69.164133,72.077649,72.912817,67.954262,73.894808,32.384485,54.805901,68.175312,75.817663,66.230434,75.428106,73.979947,80.095719,88.201067,89.412828,73.567909,60.001145,81.212936,79.02237,98.692656,87.257367,106.852907,108.369368,122.263565,99.381413,39.755484,29.183483,60.562748,31.988648,78.404731,66.754732,44.570532,62.141209,94.881086,65.612789,45.421512,81.18019,76.702976,77.965902,102.016903,83.113103,80.042683,86.368302,102.84129,76.705179,42.155688,76.441592,54.866068,69.028091,78.007063,88.644578,84.904327,82.09883,89.078256,83.166126,50.857515,48.139798,70.566579,61.458653,58.287346,98.823578,64.925582,94.402069,118.768591,103.856071,49.74295,63.355835,60.513826,67.370347,63.607092,70.794879,71.243132,74.71834,69.708023,70.311863,32.146961,67.82653,84.021997,92.867356,77.225647,80.467405,84.592214,85.669329,116.453887,121.767363,1,2,2,2,1,1,2,1,2,2
68.268537,91.176255,110.271883,107.086042,129.680673,116.204775,135.482957,131.804098,131.623946,146.927563,37.689079,50.116337,54.190144,61.628305,67.23753,64.914923,61.633648,73.98468,68.868544,76.225149,31.815157,53.934564,67.928931,75.17185,65.470822,73.967901,73.902822,78.45763,88.219113,88.626401,35.551526,25.414246,47.463703,84.540092,48.705562,39.884595,62.725609,85.416674,79.067506,73.991631,36.860144,26.813924,58.734998,31.040417,76.291263,64.765419,42.305575,61.316847,91.968332,65.231987,45.133438,82.238071,78.686103,76.369823,102.983879,84.31933,80.94995,85.539646,103.308142,77.262947,46.162009,78.91047,55.986473,70.617601,78.644906,90.030038,88.558503,82.011223,87.482832,83.414193,52.06238,45.093514,68.951614,60.684325,58.241412,100.141455,64.690127,93.851935,116.09535,101.975806,47.1024,60.871732,58.045179,64.721677,60.991097,68.389106,68.739751,72.142583,67.067609,67.818358,33.251497,68.733868,85.879321,95.088755,78.925621,81.493733,85.345825,88.219339,117.520791,122.747042,1,1,2,1,1,1,2,1,2,2
71.403232,95.316771,113.439559,109.093632,132.320905,117.947653,138.285564,133.073192,134.600647,150.292637,36.774227,48.666152,52.746623,60.689569,65.651006,63.077647,59.655824,72.444458,68.391987,74.79488,39.422472,44.539028,70.483877,60.214443,74.680176,71.373243,77.051529,78.757308,85.193459,81.652248,74.124418,59.640876,82.015828,80.005203,98.866332,85.411169,106.679123,108.652616,123.144408,99.225925,39.312485,27.78747,61.296036,32.091406,77.173098,65.255666,42.167629,60.355732,93.617078,65.268608,49.976935,23.744342,70.962242,30.68661,34.624077,76.500887,45.025121,76.822329,79.749147,85.584748,43.515496,76.990336,55.720522,70.308017,77.59395,90.137183,86.673676,82.363298,88.241042,84.598446,51.174918,47.045679,69.08592,62.449008,58.411101,98.050322,64.061894,94.022992,118.579266,101.853563,48.995403,62.676911,59.406504,66.512111,63.041144,70.141363,70.667587,73.84411,68.863542,69.292161,21.094095,44.49581,59.994826,64.61629,76.693367,72.012937,73.658704,70.359104,87.412208,75.808723,1,1,1,2,1,2,2,1,2,1
69.90794,93.174421,111.336297,108.237813,130.098172,116.974654,136.199603,132.752873,131.926352,147.928006,52.69758,62.392195,66.68549,65.923098,68.848538,70.804904,73.960474,75.076801,69.637604,75.721958,37.164077,43.610038,68.819386,59.228954,72.212147,69.693916,75.87675,78.047517,84.122335,79.671318,74.65616,59.754703,82.865979,80.13624,99.952009,87.257355,106.845327,109.838857,123.452081,101.565483,38.924671,29.858744,61.950387,31.222696,77.385638,67.318846,41.168156,63.453665,91.077867,63.502685,44.448104,80.333748,77.87019,76.385278,102.743094,84.362237,79.890847,85.717746,102.535349,74.60179,41.459162,76.735279,54.084646,70.278603,78.199024,87.609502,84.150538,81.468349,88.225783,81.524987,50.824481,47.120295,68.830136,61.151721,56.324168,97.968524,65.591948,93.320297,116.204761,100.955663,49.624357,63.221867,60.159003,66.884711,63.037703,70.928429,71.174773,74.580717,69.334419,69.933669,22.30232,45.387219,60.5239,66.300021,78.08573,73.552017,75.632676,70.947909,89.722202,77.130164,1,2,1,2,1,1,2,1,2,1
70.89588,94.327332,112.929172,109.530076,131.285456,117.593582,138.27893,133.463619,134.168697,149.159464,52.086281,61.290829,66.022444,65.454912,68.129648,70.258038,73.177623,73.963132,68.814311,75.14874,31.200334,52.753346,66.235013,73.979786,65.345745,72.667844,73.01875,78.576003,87.210774,87.689598,73.196375,61.131482,82.344254,78.876477,98.658141,86.975371,107.892081,108.61371,122.702949,101.542277,39.780303,30.015156,60.528179,31.227083,79.755299,65.755953,43.35815,62.018502,92.296913,65.231296,45.473995,82.46517,79.222131,76.256803,103.21837,84.066456,81.318226,85.349141,103.240122,76.348767,39.216559,60.02551,79.048542,95.576664,104.23968,93.786409,108.209862,90.5258,92.706136,112.598975,76.480284,79.600368,76.034862,70.117143,109.319943,103.449741,88.423653,106.23423,115.174559,91.321104,64.328916,93.097867,115.521559,121.103832,118.853713,112.15355,130.012101,123.367225,120.404204,121.618025,33.295813,68.976273,86.7083,93.318293,80.371622,82.746656,86.418191,88.574875,119.135598,122.664312,1,2,2,2,1,1,1,2,1,2
69.738098,94.223045,111.230543,109.490207,131.421903,118.6073,138.012671,132.53845,133.207844,148.417324,51.116647,60.551938,64.940605,64.358033,67.046168,69.093686,71.894036,73.209308,68.127968,73.860279,39.817628,45.407467,71.979229,61.255535,74.551817,72.207379,78.161221,79.368302,85.46066,81.458461,73.820111,60.721755,81.395755,80.067973,99.069256,87.861229,109.382971,108.269622,121.809697,101.098178,52.731862,54.340518,85.856956,105.748169,110.11981,86.99211,97.075395,120.173645,118.167838,119.8487,46.757994,23.048756,74.429268,29.243296,33.862016,76.118916,46.194518,76.798796,78.283892,85.297229,39.146817,59.624161,78.428314,95.431818,104.072121,93.008766,108.073529,90.927695,95.039234,113.367641,48.622561,44.288181,66.385732,58.498667,55.570243,94.831228,63.324728,91.638488,115.310837,99.964539,61.992816,91.177827,114.118035,120.573387,119.317841,110.826295,127.840692,124.639463,119.44271,120.894702,21.786693,44.785544,60.780282,67.265428,78.539458,73.077338,75.568399,72.480025,89.830331,76.9955,1,2,1,2,2,2,1,1,1,1
71.174877,95.074097,113.786425,109.537738,131.495322,118.840633,138.423893,133.414539,134.301147,149.549598,36.089155,47.789839,52.187778,59.784945,64.556821,62.642944,59.19538,71.209494,67.906317,74.708105,32.362121,54.971188,67.705167,75.27021,65.897237,75.077927,74.585586,79.728521,88.751373,89.132038,36.180415,24.083879,48.114201,86.247628,50.19982,40.333837,63.500839,87.713171,80.880715,73.04477,39.718655,29.491653,61.033627,31.427386,78.488869,65.563448,43.59608,61.406307,93.082681,64.152023,50.816497,23.641111,71.290563,30.633416,35.010093,75.407812,43.464679,78.787644,78.049446,85.330199,42.444429,76.205962,54.890081,68.467661,79.239275,87.854745,87.025725,84.347266,88.647884,83.543385,74.462933,78.136239,73.728268,69.008571,107.786151,100.69075,87.353667,104.435717,112.35501,89.908636,48.582841,62.105877,59.085052,66.154962,62.217284,69.926751,70.392546,73.712439,68.906912,68.870816,23.626297,47.328183,62.843514,67.674754,78.832221,74.864771,77.629634,72.582052,91.475828,78.227273,1,1,2,1,1,2,2,2,2,1
70.946424,94.497395,112.916369,110.205882,131.003928,118.690238,138.079902,134.724747,133.993925,149.634529,36.978143,48.779679,53.33589,61.638641,66.270541,63.917791,60.350453,73.488479,68.773497,75.540718,31.326222,54.455654,67.648466,74.943681,66.199096,74.171349,74.016204,79.035217,88.112013,88.892367,36.525139,25.437392,48.454243,84.768783,50.422815,40.148778,63.74903,86.061814,79.714073,73.709083,37.955157,28.916774,59.565093,30.318967,76.960777,66.202658,42.522376,63.200189,92.544357,63.363476,49.135994,23.267174,70.57488,29.196247,35.030719,73.015676,44.106144,77.923342,80.245981,84.766327,42.916057,76.673555,55.959604,70.581065,77.225034,89.14264,87.166602,83.161387,88.438026,84.738514,50.044238,46.467592,68.040256,61.871262,57.112033,97.047424,65.273531,93.497534,116.649172,100.754624,49.191319,62.98302,59.851401,66.997324,63.124751,70.379907,71.199604,74.299708,69.192971,69.803648,21.936035,44.900556,60.799041,66.573213,78.026029,73.129193,75.483189,72.06456,89.519195,77.17664,1,1,2,1,1,2,2,1,2,1
68.57313,93.356529,111.047998,107.198774,129.744249,116.402422,136.316344,131.793747,132.3899,148.310265,37.985732,50.372901,54.307376,61.994335,66.807681,64.788821,61.624097,73.636824,69.086414,75.735698,31.037892,53.251085,66.288802,74.601717,65.157393,73.757688,73.135733,78.428477,86.919905,88.137971,37.682876,25.495256,48.361956,87.005924,51.263976,40.805569,64.477552,85.194476,81.055562,74.850104,38.275502,29.353528,59.038774,30.801504,78.130404,64.565901,44.886905,63.21411,92.303315,64.01311,45.270224,80.916803,77.258967,74.34079,101.871095,81.874953,79.494266,84.303736,101.908156,74.974748,41.013258,60.981799,79.352029,95.489382,105.1661,93.523928,108.51106,90.611485,93.638791,113.386769,50.89055,47.571552,68.231225,60.369409,56.933151,95.891105,64.119946,94.431793,115.161715,101.055589,63.102787,90.39433,113.8093,121.072141,119.330235,111.850752,128.272015,123.636461,118.752125,120.764991,33.03606,67.052017,83.453619,92.148684,77.037354,81.955233,84.853584,85.356049,116.889694,121.053123,1,1,2,1,1,1,1,1,1,2
70.797151,93.912355,111.613225,108.314317,130.345344,117.111721,137.259658,132.661881,132.660136,147.81069,35.405914,47.351266,51.87747,59.55198,64.451845,62.256928,58.863933,71.257936,66.849936,74.190376,31.243477,54.354614,66.873444,75.402114,65.417972,74.615323,74.024042,78.533508,88.829523,88.772305,36.796923,25.279832,47.012921,85.044902,50.727333,39.773429,63.943766,86.255898,79.59801,72.208305,37.960764,30.791615,60.779144,32.490828,79.48083,66.702915,42.00391,61.09052,91.30649,64.551051,49.077834,21.263068,71.979972,30.803585,35.912458,77.424034,46.78623,76.127992,79.481056,86.487144,39.952207,58.982408,79.23846,94.717089,105.396857,93.551596,108.889703,90.166496,93.026428,112.262953,52.041295,47.691599,66.748608,62.972471,58.014293,99.291787,64.531657,93.873583,116.76099,103.34747,49.208141,62.79962,59.783652,66.602751,63.048132,70.526041,71.008649,74.195595,69.546158,69.592743,32.326084,69.527674,85.447333,94.632571,77.984999,81.905039,85.390847,87.614269,118.150622,122.180322,1,1,2,1,1,2,1,1,2,2
67.907907,92.790398,109.782779,106.756712,129.35157,115.981123,135.602535,131.261341,131.078596,147.649681,36.687541,48.784914,52.990938,60.789473,65.401037,63.928649,60.188212,72.169834,68.034031,75.385826,36.734079,43.581667,69.086178,59.153628,73.546544,69.849192,76.135926,78.64095,84.043233,79.983679,36.966599,25.602499,47.943983,87.796882,48.901209,38.982393,63.580737,87.493428,81.626308,73.788524,38.065409,29.321759,59.598642,31.838005,77.804165,65.488908,42.488834,62.23337,92.216928,63.046089,50.717388,22.332575,71.073161,32.041892,35.240397,74.472347,44.554892,77.88684,77.773955,85.594184,42.145654,76.644059,56.089524,69.166903,80.526286,89.781209,85.261837,83.88138,87.346053,84.76347,74.684036,78.640206,76.85638,69.567537,108.938017,104.125297,88.724687,106.171184,113.339153,90.747812,62.962124,91.679206,113.933451,120.944614,119.036742,110.955608,128.505517,122.592565,119.110139,120.254709,21.092347,43.526839,58.898169,64.469332,76.458247,71.648116,74.199371,70.584291,87.550076,75.414363,1,1,1,1,1,2,2,2,1,1
70.353868,93.659599,112.561767,108.540689,130.1808,117.079846,137.39228,133.365316,132.648926,148.788529,35.635936,47.933436,52.425867,60.902462,64.80067,63.00803,59.598752,71.922756,67.510908,74.269685,31.333066,54.243259,66.671089,75.138587,64.945385,73.194604,73.245657,78.295583,87.438438,88.783443,75.111684,59.972682,81.247034,79.196366,100.265834,86.612977,107.598181,108.154318,121.473159,99.92921,52.738538,54.804775,86.369056,106.585231,110.319824,88.085495,99.363279,119.772166,119.084976,121.327766,44.56273,80.752266,77.203575,76.66395,102.793143,81.282547,79.352656,86.483086,100.788124,76.392634,40.893896,76.17083,53.501918,68.798959,78.209598,89.107088,84.54138,83.645371,87.066802,81.924846,52.232632,48.737607,69.257294,61.736827,57.917079,97.785494,65.511065,95.409842,118.696814,100.911985,48.987239,62.72717,59.730685,66.507597,62.848686,70.183819,70.810885,73.911429,69.137692,69.577003,30.532981,67.454927,84.295217,91.540034,78.004806,80.974334,85.22893,86.787621,118.07549,120.513153,1,1,2,2,2,1,2,1,2,2
70.579008,95.881038,112.512824,109.520168,131.521919,117.694722,136.164168,133.707363,134.17437,149.607396,52.360021,61.755409,66.333423,65.824919,68.305256,70.417393,73.446736,74.318969,69.261618,75.468903,40.295254,44.901086,71.362198,60.880463,75.287409,72.085986,77.85624,79.964971,86.136184,82.402833,73.713846,60.669409,83.34418,78.84684,99.558062,86.636765,107.388014,108.722288,123.738024,100.450405,40.453109,28.798939,60.027005,31.93112,78.461638,67.218318,42.837593,63.023739,92.122788,65.828666,45.152494,83.110829,77.703208,76.166806,102.748917,83.216586,80.735117,86.768444,104.286896,77.096289,42.102331,76.028193,54.821304,69.836115,75.552416,87.669837,84.6765,80.51522,86.525123,82.150925,75.123268,78.814684,76.024022,69.451274,106.967262,101.962627,86.794565,106.222712,111.845462,89.038866,47.733732,61.84821,58.589709,65.353993,61.75461,69.177176,69.591728,72.945289,67.838104,68.291327,23.483777,45.883067,62.189076,66.82459,78.807417,73.747144,75.436332,72.508365,89.019223,77.156046,1,2,1,2,1,1,2,2,2,1
69.578976,93.898269,112.202858,109.080665,130.394729,116.772379,137.286787,132.802702,133.474188,148.113125,50.793101,60.16508,64.740666,64.337949,66.741328,68.634266,71.754689,72.769441,67.724892,73.542215,40.21978,45.250529,72.806034,61.819164,75.189451,72.335557,77.452736,80.764964,86.577753,82.551301,74.139147,59.614796,81.279738,79.563491,98.723984,86.462808,105.738653,108.346512,121.276561,101.00184,39.78055,31.022578,61.698141,33.014005,79.346527,66.820891,42.216059,63.743677,91.596582,64.96484,50.138948,24.239686,72.041671,29.317947,35.543796,76.118254,46.736346,76.893329,78.299647,86.602644,39.967403,59.665176,78.063867,94.125079,102.080194,93.245048,106.933608,89.504215,91.920467,111.534998,73.364747,80.944738,76.185186,69.216809,108.728844,102.237425,86.83204,105.001757,113.637999,91.00238,63.568695,92.253276,115.12531,122.345743,119.633421,111.002395,130.119736,123.748754,119.948599,122.510428,22.097948,45.755733,61.032827,66.343448,77.724089,73.300369,75.38317,71.067686,88.629991,75.886969,1,2,1,2,1,2,1,2,1,1
70.004978,93.103826,111.516859,108.244741,130.403811,117.564595,136.675205,132.40019,133.26143,148.715284,51.070741,60.91157,65.158151,64.565496,67.493448,69.261635,72.256845,73.323831,68.43954,74.147751,30.687886,53.24059,66.82217,74.654532,65.432509,73.427917,73.514088,78.326735,87.273077,88.425893,35.965684,24.756338,48.092611,84.921845,52.417174,39.085575,64.406496,84.866049,81.24597,75.069349,38.233782,30.506517,60.503884,31.74334,77.2523,67.827323,41.95158,63.558859,93.147061,64.587705,50.059283,24.969113,72.64989,30.781168,36.751212,75.433483,45.706206,77.865959,80.691616,84.29371,42.632273,76.739963,54.340763,70.155777,76.859513,87.755308,85.519009,81.611295,86.746736,83.734901,50.060355,46.63562,68.4849,60.439317,58.669269,98.463632,64.269366,93.725636,117.13339,102.21813,64.007805,91.704201,115.252042,121.806197,119.734589,111.79684,129.853676,124.314747,120.416859,121.899351,33.345376,67.653195,86.059807,92.628055,78.652791,81.100118,85.62922,86.874093,118.474795,122.52931,1,2,2,1,1,2,2,1,1,2
69.575177,93.341215,111.854866,109.55784,130.739488,117.179854,137.006569,134.116351,133.291518,148.610499,36.844299,49.084044,53.510278,60.658029,65.770392,63.918282,60.418761,72.987414,68.72148,75.485795,39.18899,45.45963,71.500459,61.746061,75.05848,71.236984,77.638854,79.552396,86.693348,81.594846,37.00955,25.131348,46.765441,87.021649,48.672397,39.52739,62.909773,85.641379,79.289687,73.276802,54.722976,57.367974,87.907627,108.17152,112.922559,89.458041,100.326824,121.533387,119.050204,121.91459,49.038452,22.570223,72.259383,30.472543,34.133633,73.753307,45.193222,75.974508,79.660238,86.269305,40.512097,75.839206,53.697898,68.763683,78.140199,87.71714,85.714072,82.459665,86.200801,84.477947,50.516749,46.10407,67.350072,61.251396,57.944467,97.03052,63.517816,93.512048,117.721992,100.732534,49.093878,62.811325,59.874911,66.670581,62.898125,69.960755,70.776459,73.970218,69.195746,69.708742,31.267991,67.562782,84.566797,92.145341,78.052913,81.32698,84.090882,87.196179,116.534711,121.99276,1,1,1,1,2,2,2,1,2,2
