@relation 20dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}

@data
72.544898,78.484791,91.433273,119.699849,105.69385,98.113522,114.652301,141.413231,127.447487,149.659609,79.208068,103.099463,92.648225,105.115816,101.553202,129.821531,133.145776,122.597588,117.482893,127.375592,1,1
74.598105,78.562126,89.200929,120.109749,105.719362,98.655104,114.639264,140.699127,127.251985,150.637225,78.851278,103.501515,92.753312,104.460509,102.224969,129.47572,133.452957,122.698411,117.771995,127.623323,1,1
73.573601,79.111961,90.661664,121.760581,108.121953,99.35694,115.500549,142.310238,128.018951,151.990768,78.789705,102.613283,93.206405,104.896121,101.230734,129.947778,133.606335,121.897744,116.740204,127.182031,1,1
74.023039,80.98209,91.269909,122.036899,106.59095,97.776195,114.728674,142.912213,128.162077,150.703042,78.777505,105.261521,93.741353,105.175359,102.346585,129.467439,133.223956,123.181816,117.081145,127.866783,1,1
74.271548,78.657898,90.787323,121.282304,105.923207,99.490612,116.101335,140.894578,126.477153,150.879045,53.420452,74.035883,66.954748,87.477432,95.243319,112.788921,119.742858,120.901393,121.592986,109.84764,1,2
75.367374,80.052329,92.18608,119.391873,106.511101,98.683213,116.041491,142.608437,127.797098,151.705142,77.281959,101.843423,92.305285,104.227779,100.261405,128.79396,133.019099,121.713312,116.113359,126.598171,1,1
73.740437,78.194006,91.614782,118.975481,105.015383,98.392317,113.955265,141.341379,125.969468,149.020791,55.51035,76.087936,69.666965,89.407885,96.70121,114.410899,122.811207,121.903144,123.152386,111.399443,1,2
75.194848,78.022975,90.634994,119.671482,106.183182,98.525895,116.127462,140.505276,126.842789,151.135039,53.989484,74.934705,69.367529,89.408811,97.522598,112.590135,119.762001,119.460668,121.75415,110.664586,1,2
74.664279,79.796897,91.904265,121.173405,105.972685,99.391166,115.598011,141.55441,130.037309,151.580879,77.557962,102.357063,92.604005,103.675526,100.724722,128.312944,132.678621,121.874247,115.584196,126.194658,1,1
73.728686,79.623816,91.569836,121.595608,106.336965,100.129029,115.93049,142.613654,128.930232,150.510326,79.481226,104.446502,94.547877,105.604714,102.810837,129.113631,133.744325,124.423069,117.307698,128.368522,1,1
74.335009,78.133464,91.183627,118.426489,105.292221,96.690248,115.156161,140.652018,127.042377,148.593321,77.467576,101.514993,93.062842,102.4551,100.973302,128.140051,132.690829,122.301366,116.468388,126.435079,1,1
73.916323,78.499423,90.956602,120.714352,107.481839,99.365965,115.513962,141.399017,128.805388,150.473058,54.843389,73.827719,68.540995,89.523441,95.985502,112.926519,121.64487,121.173248,121.934928,110.521466,1,2
73.218232,76.191398,89.893373,119.397089,105.322973,97.616965,114.47619,141.059089,125.583675,148.782655,52.007896,72.5107,66.389867,86.08124,94.594727,111.399091,119.63453,118.535339,119.809773,108.663316,1,2
74.916003,78.831235,89.854539,120.327629,105.327811,99.066444,115.55345,142.304755,129.409765,150.948947,54.17756,75.06017,68.456787,88.673202,97.291201,113.518866,121.507048,121.244635,122.304543,111.405545,1,2
73.149319,78.796529,91.302041,121.069335,104.019718,98.929487,116.163996,140.375875,127.957829,151.560303,77.97801,102.719793,92.697936,103.888189,99.983308,128.720132,131.502803,121.903592,117.597433,127.31677,1,1
72.929525,78.438342,90.971451,120.128104,105.737349,97.8842,115.678681,141.248258,126.903491,149.580533,52.876348,73.61874,66.126669,86.146392,93.934296,111.776168,119.071056,118.517884,120.065122,109.191369,1,2
74.100723,78.466776,89.901649,121.00496,106.524781,98.715062,117.047767,141.930859,126.855376,150.977518,54.849537,75.003635,68.564363,89.256324,97.359543,113.8597,120.806976,121.527631,122.011369,111.665385,1,2
73.966498,77.053525,90.997108,119.701446,105.182039,99.180667,114.607471,141.362709,127.931144,150.173893,53.717923,73.700528,68.487879,88.202248,95.755641,113.983653,121.15236,119.411951,120.931404,109.275481,1,2
73.622692,79.912003,90.666072,120.926805,105.451377,99.791319,115.720972,141.057084,129.642617,150.532935,79.214686,102.623248,94.065062,104.762179,101.485195,129.018116,133.093166,122.413416,116.851491,126.609143,1,1
76.328573,78.521952,91.065896,121.080416,107.448829,98.37892,114.740459,141.902742,127.761955,151.489054,79.264406,104.257666,94.107612,104.124658,101.655023,130.21221,133.706629,124.083709,117.550571,127.872947,1,1
74.864199,80.041336,91.409025,121.090646,106.98373,100.113497,114.967376,141.900079,127.575105,152.651022,54.683823,73.73995,67.964114,89.312016,97.11668,112.912653,120.547236,121.09922,121.134681,110.252626,1,2
73.845979,80.009219,91.637124,121.323485,106.938248,99.385805,115.369643,141.456479,127.306259,151.660848,54.847238,74.480388,67.491934,88.635743,96.143015,113.243615,120.200583,121.530984,121.765689,110.662366,1,2
71.892323,79.162603,89.637985,120.816563,107.084549,98.846469,113.504369,141.054715,128.933388,150.053694,77.187848,101.086474,91.56122,103.453571,99.804038,127.000913,130.820248,121.133162,115.143466,126.017723,1,1
72.714666,77.057703,89.637463,119.899433,105.382681,97.290108,113.448552,140.433219,128.1366,150.20404,78.766762,103.938772,93.818613,104.096613,101.700311,129.168433,133.591137,122.972057,117.392769,127.034488,1,1
72.092335,78.022198,89.845934,120.011899,104.922888,97.885668,113.259373,140.059998,126.994186,150.21468,53.890691,74.408512,66.989374,87.375397,95.445158,112.407621,120.395337,120.536979,121.44712,110.562144,1,2
74.009534,80.437993,90.226977,120.287848,106.099312,99.512897,115.615783,141.581786,127.716435,152.123817,80.187058,104.378903,94.584777,105.489516,102.806973,129.658417,134.590748,124.123877,117.990769,128.112519,1,1
72.721401,78.777883,91.458552,119.27686,104.683712,97.419433,114.686416,140.907249,125.888251,149.607721,79.355985,103.799951,93.649844,104.880813,102.239051,129.612759,133.449949,123.886896,118.173364,127.84424,1,1
74.402279,78.7106,91.747998,119.525337,106.01288,100.38878,115.443554,141.971845,127.110473,149.524452,53.955067,73.341148,68.343472,88.340594,95.494187,113.156905,120.23673,120.256013,121.257983,109.960673,1,2
75.858205,77.790565,90.249683,122.099593,105.299567,98.407843,115.187111,140.735038,126.549137,151.32803,52.843431,73.274412,66.507831,86.902923,94.870076,110.618778,119.620274,119.416124,120.469719,108.754975,1,2
74.691458,79.22746,91.572057,120.0166,107.754801,98.139972,115.897969,142.136021,128.811833,151.99961,53.702524,74.420835,67.671512,87.372275,94.849382,112.086821,120.163992,120.601594,120.855112,109.383346,1,2
75.482369,80.165409,91.59788,121.729818,106.6154,99.265624,116.669772,142.275899,128.155162,151.636631,79.51666,104.123867,94.74824,104.759963,102.874552,130.173591,133.9769,122.948978,118.315261,128.476015,1,1
74.725336,79.765235,90.694138,120.841748,107.275247,100.74411,116.935249,143.006958,128.712592,150.514379,55.681626,75.336545,69.431511,90.432684,96.813489,114.217222,122.296661,121.297904,122.637739,111.722241,1,2
72.490664,76.86147,90.40189,119.674248,105.048347,97.119426,115.231269,140.098225,128.05304,149.930782,80.39076,105.646067,94.965224,106.317969,103.659948,131.601218,135.256131,124.850801,119.36533,129.559528,1,1
74.436675,79.938277,91.860392,120.744716,107.456785,100.100413,114.937648,142.835699,128.537447,151.313989,78.477009,102.872802,92.912411,103.937955,101.884667,129.399313,132.377732,122.120459,116.696733,126.882923,1,1
75.324404,79.444867,91.748394,119.42607,106.479415,98.294883,115.143777,141.805131,127.439102,150.79226,78.913257,103.476352,94.543381,106.03318,101.70525,128.681185,133.482889,122.862664,117.195625,128.495364,1,1
73.686987,79.456201,91.389564,120.602819,106.239361,98.893087,115.309279,142.993818,127.18358,151.873184,53.672206,72.480403,67.302827,87.110141,94.783011,112.325123,119.759225,118.924188,120.099776,108.877309,1,2
71.917264,78.488469,91.893751,119.588595,105.012511,98.928621,114.597134,140.930642,127.755781,150.807705,77.469639,102.898105,92.802919,103.244859,101.528329,128.744796,132.405188,122.211473,115.890564,126.570562,1,1
75.520057,80.417079,93.385934,121.555156,106.626426,100.33118,117.705548,141.947661,129.566456,150.960241,54.06985,75.343143,68.355495,88.703771,95.131724,112.671927,120.363035,120.464795,121.087273,110.371473,1,2
74.345729,79.269131,91.454873,120.539694,106.268698,98.036222,115.404572,141.652805,128.428088,150.637912,54.962765,75.657097,68.387609,90.680945,97.208905,113.996139,122.609738,122.289241,122.976368,111.572525,1,2
76.275658,80.748511,92.516158,122.554226,106.597848,99.256968,116.369893,142.459747,128.41082,152.180135,55.292304,74.846686,69.275608,88.685429,97.112279,113.258222,122.29492,121.744837,121.818062,110.669799,1,2
75.137956,79.99002,90.491419,119.774186,105.278329,98.508809,116.580673,141.911702,128.230693,150.337709,52.764007,73.346334,65.991269,87.830174,94.505773,110.897946,119.745944,119.502418,120.149427,109.565137,1,2
75.699967,80.813724,92.768544,121.607403,106.789319,100.239876,115.638451,142.972861,130.108386,152.096041,79.416644,103.258363,94.484749,103.940557,102.257952,128.384049,133.938803,122.584597,117.468607,127.654843,1,1
73.450165,77.528201,90.039258,119.109999,105.932819,98.978179,114.787282,141.69423,128.627683,151.11338,55.035622,75.318391,69.278342,88.46236,96.985687,113.971541,122.750771,122.136468,123.02263,110.799543,1,2
74.186231,78.959283,91.945203,120.972274,106.161888,97.760537,114.166563,141.980875,126.495794,151.300922,79.172481,104.3742,93.762512,104.82849,102.129479,129.807996,133.874901,123.532207,118.308563,128.457651,1,1
75.061069,78.932008,91.814702,121.357618,106.386199,98.663051,114.276787,141.177604,127.820135,150.449033,53.673514,75.296819,68.610422,88.222322,95.897485,111.948093,119.845706,120.699701,121.591032,109.774077,1,2
73.915609,77.179198,89.905973,119.714505,105.087916,97.93111,115.150814,140.91793,126.64743,149.160988,52.71559,73.57848,66.98447,87.872393,94.438229,111.961081,120.164443,119.158071,119.858972,109.219984,1,2
76.412644,80.271076,91.759692,122.663103,108.35371,99.93133,116.226104,142.504367,128.572382,152.28062,78.527379,101.884322,93.419514,104.54575,101.909066,128.345722,132.411695,122.620973,117.163023,126.792832,1,1
75.985704,78.074101,91.537403,122.692621,107.208718,99.064954,114.91602,141.541457,128.552994,151.690073,79.814743,104.108212,94.39872,105.803503,103.009642,130.393242,134.694058,123.473959,117.642833,128.29698,1,1
73.620649,79.078612,91.845124,120.749957,106.831331,98.060046,115.555208,142.033714,128.877519,151.093657,79.014512,103.731196,93.66198,103.661916,101.752725,129.236521,132.892079,122.708166,116.797783,127.827858,1,1
74.238143,79.236678,91.798469,120.495273,106.682539,99.511428,115.70074,140.613342,129.074435,151.926332,54.994159,74.832029,67.801896,89.892958,96.562051,113.564279,121.314982,121.375478,122.927837,111.037656,1,2
75.266372,79.743848,90.794297,120.96195,106.516021,99.516813,116.419319,140.942102,128.834152,150.555298,53.167016,73.914458,67.795645,88.213915,96.144527,113.315861,119.747997,120.059786,120.499032,110.49106,1,2
71.958947,77.667909,90.959626,119.558604,104.62405,97.683662,114.36096,140.304061,126.508946,148.74218,77.16422,101.831991,91.198866,103.215439,99.860909,127.479025,131.458101,121.626656,114.884825,126.01717,1,1
74.090286,78.375704,89.822331,121.140275,104.821014,99.045995,115.039196,141.561382,127.640507,151.003676,54.614437,74.405399,68.858378,88.545784,96.245854,114.076433,120.328463,121.104486,122.499886,109.672834,1,2
73.59646,78.367702,90.022995,118.628209,106.892798,98.797216,115.429181,142.574031,128.586164,151.397603,56.232329,75.136134,69.472907,89.427998,96.171038,113.8147,121.184145,121.577613,122.982862,111.501583,1,2
74.495386,79.133322,90.645039,120.117876,106.829385,98.777192,115.669503,140.776499,127.766331,151.354823,79.323945,104.150029,94.377326,104.377137,101.242741,128.969289,133.161395,122.632358,116.576367,126.341554,1,1
75.365532,79.980093,90.279049,121.25264,107.743674,99.62674,117.14948,142.030088,127.758688,151.255,55.419114,74.736108,69.868307,90.886089,96.850807,114.200948,122.175847,122.180807,121.900463,111.641085,1,2
73.797397,79.032304,91.439252,121.608195,107.455789,98.659002,116.213243,140.985772,127.20076,151.006211,79.331157,104.243429,94.039632,104.968762,101.260096,129.741511,133.434957,123.123461,118.246097,127.629707,1,1
72.639477,78.013428,89.838648,119.593054,104.517891,98.263989,114.422538,140.166328,127.204552,149.018964,77.441558,103.34759,93.318277,103.715909,100.331024,129.09822,132.397641,122.755155,117.173693,126.935279,1,1
75.278317,79.348465,93.080349,120.959701,107.704618,99.409156,116.309234,142.21986,129.425665,152.435998,77.764356,102.79863,92.199011,102.989114,101.099227,128.375659,132.007723,122.759536,116.49658,127.071368,1,1
75.812193,80.349699,91.378124,121.900291,106.471697,99.200905,116.754173,142.498093,128.319152,150.568091,78.460551,102.679874,93.74359,104.297118,100.824209,129.283273,132.827655,122.541787,117.104979,127.304795,1,1
72.992602,78.638149,89.613287,119.995106,106.346248,99.517153,115.245491,140.429034,126.139604,149.687234,80.640204,106.08026,94.833278,105.830677,103.051694,129.844863,133.399506,123.761728,117.876501,128.644057,1,1
74.785454,79.534811,90.346933,120.780853,105.394557,98.276992,116.321753,141.181577,128.003758,150.909763,78.778401,101.918636,92.629865,103.638922,101.319455,128.887919,132.564672,122.195489,116.504771,126.267874,1,1
75.412631,79.03513,90.67477,121.311725,107.879048,100.491511,116.149283,142.686765,128.923856,152.259396,79.011648,103.921365,94.257917,104.593333,102.41759,130.608297,133.484139,123.076799,117.359274,128.668433,1,1
73.209893,77.177633,90.354746,119.701851,105.136562,98.878251,114.651951,141.835259,127.19648,150.489571,79.455736,104.219149,94.106964,105.1667,102.325748,129.683114,133.638492,124.087388,117.695019,128.670705,1,1
74.153974,78.645444,91.58174,121.401875,106.797428,99.381369,116.488783,144.029493,128.311829,151.479151,77.935502,103.061403,93.059637,104.340515,101.136457,128.272206,133.101149,123.087791,116.442996,127.728859,1,1
75.240481,80.706425,91.529468,121.591087,107.203355,98.382831,116.681049,142.976648,129.400174,152.441633,81.004592,104.636583,94.841656,105.769742,103.16782,130.458826,134.367331,124.063797,119.285406,128.896819,1,1
75.018023,80.13514,92.43337,121.128026,108.252319,98.892856,116.641969,142.767684,129.646904,152.585567,78.292946,102.467273,92.986301,104.619513,100.950793,128.879368,132.70663,122.325101,117.360887,128.025751,1,1
74.418897,80.265374,91.458256,121.781506,106.4502,101.092553,116.689955,143.047772,130.193768,151.907526,53.898413,74.278227,67.85122,87.644233,94.888809,113.007701,120.212507,120.503459,120.854388,108.83949,1,2
74.547194,78.782704,90.589724,121.077103,106.590662,100.271514,114.50562,141.69828,128.473,150.786646,53.622295,74.311721,67.722135,87.905418,95.54045,112.460559,120.899702,120.398708,122.406676,110.935692,1,2
75.100978,78.520824,91.387592,121.537923,105.488302,98.597367,114.576148,142.854487,129.716475,152.234133,53.115338,73.218999,67.798919,87.229007,94.882026,112.428733,120.099504,119.843409,120.939332,109.014949,1,2
73.811978,78.164264,91.122743,121.03267,107.12968,98.92431,114.456406,140.547958,128.4922,152.540147,54.796743,74.045884,68.557916,88.433305,95.771465,113.48895,120.675382,121.499463,121.069844,109.920974,1,2
74.37781,77.989478,89.406371,120.5704,105.179928,99.63859,116.491088,142.247762,127.733438,151.908366,78.37883,103.710327,93.733783,104.776192,101.79781,129.476174,132.631657,123.074405,116.650684,126.884865,1,1
73.462964,79.199312,88.828026,120.872217,106.289055,98.275546,116.09368,140.918984,127.453994,150.450118,77.968429,102.072648,92.872063,103.837605,102.44788,128.189225,132.51976,122.45875,116.504972,126.727429,1,1
75.483775,79.504243,91.972713,123.139899,108.776992,99.930138,116.29825,143.125271,127.828394,152.35067,78.975968,103.572864,92.553798,105.426952,101.06168,129.351124,133.239092,122.665018,117.35603,126.809746,1,1
74.036398,80.450871,90.923332,120.73218,107.098142,100.933559,117.537675,141.657916,128.199864,152.813562,79.565435,104.941363,95.02987,104.969367,103.536111,130.46524,133.78238,124.08999,118.697794,129.296951,1,1
73.812596,78.716538,90.473716,120.127615,106.547822,98.348897,114.778628,141.598136,126.756012,149.63559,55.177208,74.759339,68.464045,89.473382,96.604307,113.021299,121.097708,120.948552,122.702833,111.599779,1,2
75.031018,77.337962,90.374808,119.972693,105.369355,98.776294,115.365262,141.131415,126.991901,148.827061,78.82711,103.987223,93.374369,104.937033,102.268727,129.413211,133.290104,122.566308,118.562506,128.01458,1,1
74.917793,78.28304,91.858084,120.845377,107.410591,99.181863,116.014946,141.122538,128.18372,150.716584,77.720032,102.20638,92.133092,103.464485,100.571128,128.179568,132.065569,121.273969,116.126489,126.213255,1,1
73.850396,79.407789,90.76811,120.625775,106.617656,98.579445,115.941486,141.588943,127.970383,150.483456,77.762819,101.503715,92.311001,102.474409,100.534557,127.665903,131.464929,121.538802,115.963671,126.489733,1,1
73.491085,78.295118,92.716982,120.631913,106.952351,99.108347,115.276408,142.262699,129.062333,151.117591,53.958704,75.5723,69.392858,88.324072,96.763478,113.568254,121.339484,121.882039,122.751958,111.514286,1,2
74.087645,79.63722,90.506004,119.768201,105.24423,97.736952,115.361993,140.882035,127.730523,149.843623,78.764078,103.346401,93.382252,103.755129,102.248872,129.242923,132.683932,123.294338,117.317838,127.159242,1,1
73.09177,79.048968,90.409502,120.859678,106.334021,98.141862,114.921675,141.153904,128.773097,151.421678,77.545706,101.879022,92.44609,102.239334,100.723874,128.217881,131.917768,121.237616,115.674368,126.763731,1,1
72.997695,78.478792,89.615121,118.847477,105.288959,98.349537,112.90797,142.057724,125.87557,148.800533,54.787694,74.736167,68.70405,88.78765,96.517493,113.704107,120.689026,120.888016,122.67284,112.520208,1,2
73.606826,78.346071,91.111187,120.831927,105.535115,98.887352,117.886799,141.64954,127.829853,150.620931,80.131175,103.980001,95.676639,105.471113,102.435302,128.993946,133.929625,123.649873,117.613661,128.595468,1,1
74.919756,80.595181,90.860099,122.384774,108.586806,100.39266,117.904651,143.026652,129.093041,151.756225,52.201946,73.062111,66.856062,87.756238,94.780161,112.796096,119.907784,120.163668,120.089006,110.281771,1,2
73.597374,77.977393,89.724371,119.704275,106.294232,100.632052,112.741155,141.032074,127.111937,151.297513,77.829543,103.429678,93.607932,103.869418,102.034294,129.420372,133.943248,123.099419,117.192987,128.564615,1,1
73.581864,78.785883,91.71581,120.6212,106.139962,99.728189,114.436583,140.723792,127.660186,150.15264,53.718296,73.356217,67.183571,86.154353,95.597521,112.285225,119.814064,119.832217,121.381435,109.709492,1,2
72.92079,77.59845,89.280132,119.790138,106.413979,97.703485,114.117654,141.090283,127.674278,149.552266,54.58507,75.455219,68.720407,89.441277,96.538942,113.756568,121.743757,120.740526,122.639868,111.293909,1,2
72.813845,78.247262,89.777165,120.84873,105.106249,98.65018,115.007105,141.357653,127.009575,151.058999,76.782789,102.01494,91.946444,103.023231,100.813661,127.921664,132.212235,122.226202,115.407829,127.197607,1,1
72.899222,79.01132,91.758676,121.144339,106.11195,99.446688,115.657915,141.722306,127.571268,151.086682,55.160641,76.078741,68.317791,89.365607,96.835666,113.29956,120.919794,121.565369,122.86097,111.749047,1,2
72.396664,77.560363,90.437645,119.338237,105.732204,96.16293,113.840385,139.771456,125.783493,150.427473,52.87946,73.745641,66.924243,87.999923,95.650784,112.716476,119.619451,119.201433,121.345708,109.396454,1,2
74.371925,79.75272,89.903274,120.17314,106.805775,100.657107,116.313411,140.422342,126.882079,150.80883,53.235254,73.573716,66.795244,86.890098,95.1254,110.760293,119.487203,119.373982,120.534553,109.321906,1,2
75.088854,80.429985,91.276159,120.020602,106.007542,99.299056,115.676696,139.913587,126.740884,150.238153,53.774957,74.507148,68.785025,88.948249,96.405445,112.450292,120.663481,120.615705,121.954207,110.034787,1,2
74.050843,77.318943,89.011438,118.450859,105.565958,98.738503,115.158339,140.634905,127.659746,149.322251,56.24003,75.72341,69.319575,89.664044,97.400363,114.413544,122.224072,122.201447,123.090339,111.722844,1,2
72.657628,78.009647,90.153478,118.6812,104.803981,97.928182,113.666204,140.916707,127.214484,149.014551,54.451952,74.124653,67.935597,88.172858,96.537403,113.498421,120.778734,121.861481,122.154798,110.383957,1,2
74.71327,78.99509,90.701482,120.614706,104.79259,99.424605,115.753496,140.291459,127.41497,151.330447,79.06905,104.473183,94.402676,105.926042,102.444838,130.763681,133.963751,123.579864,117.744186,128.489614,1,1
75.398706,81.278551,92.700773,122.68082,107.892867,101.685667,118.557214,143.158805,129.136412,152.514908,53.914745,73.277437,67.349929,86.944843,95.326405,112.584988,120.423935,120.297762,121.897744,108.896443,1,2
74.088962,78.1608,92.672936,119.99172,105.999351,99.545715,114.953069,142.380972,128.670682,151.388722,54.798994,75.578439,68.343395,88.894104,97.413926,113.712886,120.851521,120.424925,122.044284,111.526693,1,2
75.943847,79.722117,91.258434,122.602412,107.355423,100.533111,116.533874,141.106927,128.963788,151.274076,77.657283,102.968078,93.351445,103.035629,99.967025,128.108587,132.328976,122.212432,115.889439,126.902465,1,1
74.302574,79.419824,90.538079,120.489947,106.356715,98.712857,115.303021,141.615119,128.667804,151.444217,79.142595,104.906681,94.263547,105.077803,102.365063,129.615924,134.706035,123.244216,117.930031,128.835427,1,1
73.44377,79.595424,90.937519,121.646882,106.151887,99.31637,115.388271,143.022143,127.886231,152.067978,53.886244,73.137115,66.752265,87.698099,95.993724,112.763635,119.482114,119.75116,121.101966,109.237038,1,2
72.876661,79.512564,90.308076,118.693788,105.978156,98.589021,114.844322,141.23925,127.253237,151.030756,78.928715,102.975388,93.193175,104.655176,101.236015,129.238439,133.013327,122.702458,117.537315,127.280111,1,1
73.626446,80.331395,90.470649,121.202582,106.057039,98.744125,115.831181,140.633208,127.663609,150.160402,52.761263,73.022829,66.510015,87.380969,94.276882,111.205997,119.778792,119.627157,120.295335,109.875508,1,2
74.286815,79.435916,91.27494,121.180787,107.007295,100.1092,115.146255,140.771887,129.191959,151.791378,79.32585,103.456981,94.860125,104.681917,101.519426,128.64115,133.279071,122.561209,117.410058,127.163524,1,1
74.726841,80.447686,91.955936,120.326567,106.772632,99.458186,116.236208,141.958617,127.611531,152.747843,55.437394,74.459246,68.064046,88.506777,96.377332,113.159704,120.813249,121.711784,120.421574,110.533192,1,2
75.677583,78.470086,92.921576,120.225732,106.208298,100.282655,116.063314,140.937165,129.389055,151.222884,78.009124,104.553909,93.952066,105.000392,102.101055,128.56979,133.779951,123.594997,116.59173,128.155165,1,1
74.470198,79.003826,91.059017,120.565469,107.101247,98.709675,115.43569,141.273208,128.910987,149.420983,54.11311,73.944253,68.039049,88.767658,95.653333,112.133931,120.095614,119.340103,121.625248,110.252176,1,2
73.615212,80.567959,91.745571,121.393552,107.393032,99.687307,114.38216,143.331335,128.889839,152.463098,79.575708,104.245266,94.214039,105.595554,102.543137,130.268968,135.039096,124.369131,118.057203,128.959944,1,1
75.155249,78.603927,91.475079,120.470219,106.267018,97.955495,115.849653,142.389308,129.178714,151.221336,80.406134,104.197659,93.736225,105.360082,102.32893,129.565252,134.042068,123.909303,117.821622,127.82059,1,1
75.17961,80.009254,92.767268,121.885504,106.962095,99.19552,116.753882,142.135808,128.256879,151.819346,80.597071,104.030409,94.039638,105.259495,102.434092,129.81522,134.012791,123.140621,118.094908,128.457558,1,1
75.27762,80.878365,92.882478,120.202384,107.754975,100.07509,113.86019,142.18961,130.2056,152.284852,79.285442,104.068835,94.439944,104.925142,101.623815,129.355355,134.324836,123.217179,117.813564,128.852495,1,1
73.045502,77.449468,91.630159,120.413157,106.530972,97.865942,113.84271,141.487471,128.952375,148.841574,79.819297,103.240539,93.023124,104.601967,101.158295,129.215457,134.464589,122.968043,117.693442,128.336082,1,1
75.281698,80.415727,92.146889,122.240987,107.415744,99.809737,116.52285,141.776549,128.975921,153.33046,53.719194,73.095255,66.958157,88.234299,95.502796,113.121089,120.266502,120.61185,121.337627,110.550638,1,2
72.062467,77.558039,90.069987,119.117102,104.873173,97.401203,114.512912,140.505491,127.334283,149.552805,78.656536,103.988241,94.514015,104.145039,101.459064,129.990685,132.959812,123.32207,117.34424,127.440696,1,1
73.968614,77.956964,90.228652,119.584945,106.354563,99.623729,114.731509,140.080433,127.008832,151.035961,55.054135,75.466891,68.97029,88.502669,96.896978,113.412716,121.343864,121.18285,121.594085,111.325848,1,2
73.077367,77.566589,89.152945,119.112015,105.201728,97.521866,115.533144,140.640726,126.256717,149.90435,79.85354,104.09167,94.934038,104.744423,102.424432,130.867308,133.936607,123.78902,118.381624,128.00106,1,1
72.635954,79.571704,90.413607,120.454447,106.114637,97.963175,115.649141,141.526737,127.21768,150.790177,79.42743,103.271895,94.363511,105.014125,102.928342,129.294135,133.414211,123.466678,118.354315,127.392151,1,1
74.166307,79.293711,91.639909,122.598483,106.691527,100.264497,116.491703,141.983082,129.114254,151.618576,54.298195,74.006899,67.724905,87.82403,95.590732,111.847684,120.895359,119.866433,121.530386,109.876516,1,2
73.954383,79.376555,91.996347,121.784036,105.202908,99.101962,115.592053,140.663531,127.529835,149.597816,77.040311,102.363232,92.070211,103.342994,99.918082,127.512209,131.912508,121.780892,116.195886,126.470719,1,1
74.731765,79.16564,91.419125,120.373418,107.614195,99.981539,115.582658,142.772169,127.621763,150.460547,54.326731,75.151353,68.931703,88.119574,96.924982,111.559077,120.786806,121.083521,121.092837,111.511982,1,2
73.586442,79.953108,90.914538,119.767249,105.969049,100.134516,116.364713,139.752003,128.531556,149.519966,79.751132,105.241975,94.473031,105.502371,103.048618,129.896423,134.996576,123.828879,118.527402,128.44447,1,1
75.386586,79.002924,91.149378,121.479796,106.658567,99.426758,115.877515,141.197093,128.064152,150.793032,54.75825,74.091759,68.379936,88.3398,96.644829,113.20018,120.558662,121.325897,121.237576,110.473729,1,2
73.807996,78.676185,90.697138,120.10448,105.646795,97.895073,114.293083,140.935156,128.45299,150.31825,53.205384,73.543384,66.449402,87.117635,95.129682,112.376275,119.982951,120.063705,122.234817,109.823181,1,2
75.435966,78.022017,92.082076,120.461817,107.325673,99.651846,114.766588,141.148147,127.724033,150.765657,53.674993,74.397957,66.993759,88.821271,95.56103,111.632893,120.781977,119.84558,120.550231,110.35119,1,2
73.615857,79.899979,91.881471,121.176535,107.638209,99.557732,116.701595,142.26778,129.142319,149.994411,80.523131,104.903672,94.698423,106.004997,102.582005,130.492002,134.633087,123.197712,118.806287,128.413232,1,1
73.876319,79.153568,90.186576,120.112302,106.50502,98.564381,114.626242,140.977193,127.205737,150.925174,79.999541,103.836966,93.621044,104.573766,102.252187,129.794734,133.4714,123.466741,115.627997,127.151504,1,1
74.395635,77.748273,90.761989,119.69337,106.544033,97.832003,114.066804,141.727582,127.517697,150.62331,77.898147,101.977002,92.13857,102.774018,101.026345,128.560157,133.240399,122.272641,116.682483,126.341655,1,1
75.607256,80.570098,92.41512,121.72185,107.862565,100.09556,116.626117,142.918504,129.712245,153.501307,54.279666,75.495961,67.896732,88.925086,96.293322,113.023039,120.741958,121.135682,121.75844,110.737229,1,2
73.468398,78.011517,91.886116,120.164836,106.623808,100.027066,114.784806,141.810098,128.612622,150.226607,80.150457,104.746593,95.42123,106.282988,102.581322,130.461155,135.013804,123.562156,117.517646,128.834363,1,1
73.617849,79.292398,90.040079,120.659034,106.148737,98.67489,116.065509,142.352341,128.417629,150.847,53.318127,74.808342,68.966805,87.253639,95.575987,112.528805,119.949356,120.850137,121.808963,110.293062,1,2
73.525617,79.120443,92.077572,121.570469,106.772343,97.949811,116.6161,141.139373,126.978975,151.690663,55.991992,75.951917,69.894996,89.343151,98.317747,114.930072,123.357255,122.758106,123.155754,112.276569,1,2
