@relation 40dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}

@data
58.386451,68.55294,72.121383,81.834798,85.451529,78.952631,89.267435,90.966637,93.019308,96.837203,33.97065,45.329,77.862946,74.033724,77.977278,110.176926,92.280531,81.496238,119.286838,106.953593,45.588314,37.988315,70.504244,62.504105,87.751574,89.445731,89.384468,116.307626,107.583539,87.520588,26.452582,37.102293,55.990678,64.409417,60.703539,69.487154,73.678589,85.61997,72.343807,88.438226,1,2,2,2
60.607923,70.445001,73.648086,83.41577,86.967055,80.36238,90.327565,91.790057,94.249499,98.808473,76.218688,71.913574,71.459274,68.276347,100.211306,100.160547,110.587518,125.86121,118.363926,117.262128,44.593398,39.788733,72.110408,64.726785,87.423136,89.628499,91.556856,118.270256,108.99366,90.439865,52.691161,59.788541,84.603037,100.563455,114.444582,118.201283,113.371449,98.152756,105.709005,129.773747,1,1,2,1
58.081303,67.959347,71.181776,81.38587,84.812414,77.813096,88.473089,89.870139,92.163326,96.914338,76.684555,71.341522,72.470886,68.756007,101.114002,101.258048,111.628394,126.422906,118.108316,114.339038,46.442668,40.257067,71.752465,64.233586,89.416175,88.036721,90.697074,116.811292,107.193742,91.000895,26.804874,37.340007,56.742117,65.401414,60.660065,68.841461,74.131868,85.524504,72.696815,89.158377,1,1,2,2
59.171602,69.648912,73.114101,83.109936,86.596364,79.896407,90.745213,91.486395,93.784173,97.940708,75.357787,71.866109,72.930591,66.698409,99.377529,97.727699,110.38827,125.281581,118.456622,114.287627,37.093156,48.577202,56.719882,52.496911,54.563344,62.631887,65.840592,66.08482,67.047198,64.942625,26.404869,37.683111,55.990841,65.205585,61.470502,69.218814,74.247807,86.14051,71.719602,87.948723,1,1,1,2
57.55155,68.005526,70.974487,81.333574,84.656716,77.680995,88.263331,89.661081,92.101085,96.481515,35.017534,45.910224,79.324673,75.98672,77.969388,110.156813,92.59603,82.881303,119.930217,107.36605,43.812345,38.372218,71.417422,62.182663,87.453448,86.925615,88.59304,117.154643,106.320593,87.901148,54.915957,61.499883,85.297456,100.624003,114.135553,120.499455,114.633881,99.227835,108.051576,130.48446,1,2,2,1
58.351041,68.38026,71.896779,82.316776,84.886795,78.584734,88.743681,90.129076,92.436373,97.147134,35.889755,47.005003,77.447929,75.03275,78.05947,110.708975,91.387744,81.511295,119.78785,107.110082,44.206334,39.578952,71.329225,64.785746,89.294996,88.6518,89.654429,117.279024,108.664396,90.238875,25.625977,36.175295,54.798113,64.522857,59.513746,67.86031,72.372043,84.094058,71.145235,86.740239,1,2,2,2
58.785084,68.86717,71.513253,81.836418,85.161868,78.636646,89.00381,90.133324,92.641713,96.745999,77.66817,71.791372,74.078453,68.206634,101.420053,99.385173,112.064818,126.134212,116.965541,116.456155,44.628251,38.877046,70.786096,64.627894,88.303233,86.93836,89.483417,117.19977,108.629839,89.195237,54.373713,61.984855,87.606125,101.248849,115.974668,119.215747,116.392388,98.622893,107.906524,130.848503,1,1,2,1
59.00338,68.56285,72.52671,81.923482,85.304683,78.816601,89.491335,90.887247,92.169731,97.150357,76.418273,71.20107,73.49512,68.645334,98.916549,98.707438,111.291021,126.669953,117.541933,115.735569,35.222075,47.127121,55.32323,50.879427,52.820304,60.833567,63.68316,64.109245,65.154298,62.973022,26.666897,38.583462,55.80686,65.373666,60.284192,69.065261,73.902814,84.948681,72.160466,87.607652,1,1,1,2
57.182099,66.918297,69.978462,80.092688,83.514662,77.302105,87.527445,89.235533,91.195784,95.874761,74.547003,69.611173,72.577726,66.720359,99.818296,98.398783,110.640129,125.963607,117.969692,114.495326,43.290491,38.655545,70.502936,63.687572,88.595624,87.816743,91.423193,116.478854,106.881247,89.652731,53.855368,60.54077,86.059128,101.013996,114.413012,117.968025,114.464603,98.924856,106.42969,129.99413,1,1,2,1
57.67123,68.279124,71.534642,81.680838,85.027077,77.970106,88.639137,89.612156,91.927979,96.906713,75.369128,70.997556,71.283022,66.46597,99.367805,99.08729,111.631441,125.94811,116.293317,115.987832,44.926733,39.730151,72.251859,63.23899,87.65857,89.246258,89.873239,116.908962,108.125432,89.23949,54.674583,59.53596,86.209605,99.303535,113.396734,117.60974,114.527426,98.948811,106.38459,129.564503,1,1,2,1
60.338476,70.503787,73.741347,83.880725,87.217184,80.763802,90.791287,92.269508,94.379,99.251269,34.282977,43.832372,78.131025,75.273489,78.287811,110.009642,91.625479,80.608022,118.639445,108.742079,38.096203,49.600903,57.511768,53.666389,55.568971,63.823655,66.835526,67.114176,67.552684,65.717837,54.398887,59.993163,83.835757,99.280751,115.968667,119.802788,113.818816,97.394598,106.234975,129.375004,1,2,1,1
57.926661,68.000703,71.137555,81.187846,84.580263,78.020509,88.741217,89.568745,92.084328,96.545399,34.193723,44.6097,78.172015,75.275463,79.846347,111.284208,91.480118,81.262737,121.392931,107.11559,42.917122,39.078502,69.701811,62.577849,87.986524,88.359252,89.379891,117.412856,108.607598,87.47721,26.854773,37.77853,55.593947,65.834864,61.104301,69.32519,73.65128,85.691046,73.133056,88.472241,1,2,2,2
58.661025,68.781118,71.792369,81.695117,85.183943,78.799316,89.361983,90.998306,92.618616,97.291165,36.111827,44.568652,76.976942,73.752594,78.52981,109.937387,91.372819,81.872186,120.311387,108.073282,38.415797,50.314387,58.201499,53.909376,56.00306,64.357074,66.948352,67.474878,68.130187,66.181786,54.353823,61.27457,86.272849,100.944423,115.362995,118.404856,113.840151,97.95845,105.734996,129.790938,1,2,1,1
58.746877,69.091857,72.23745,82.928036,86.00324,78.655446,89.408531,91.013842,92.812796,97.648048,34.731029,44.833612,78.971826,74.050375,77.139031,110.281564,90.898194,80.820616,117.700718,106.942044,36.727011,48.869418,56.619349,52.65836,54.669074,62.506899,65.582233,66.052802,66.965973,64.629165,54.504145,59.260656,85.700419,100.784143,113.707906,118.4896,112.747909,97.985339,106.754285,129.884341,1,2,1,1
60.487526,70.973997,74.709608,84.296568,87.241023,81.176049,91.460342,92.378586,94.951768,99.354798,75.410751,71.703061,72.446164,66.361782,99.450468,99.050754,111.030923,128.049531,117.178543,115.663946,37.376556,49.277218,57.325178,52.904792,54.792815,63.064166,66.288221,66.428907,67.115078,65.136617,54.301478,61.216494,85.763317,100.188387,114.810056,118.917203,114.545385,99.739283,105.575525,129.014867,1,1,1,1
60.392261,70.473907,73.45674,84.049331,87.316724,80.223262,90.755183,92.231605,94.699579,99.153214,34.897841,44.345815,78.425446,76.45399,78.207809,109.316814,92.607528,80.635682,118.891554,106.269294,47.091755,39.115451,72.917616,63.236126,89.420035,90.445046,91.682594,118.529883,109.073587,89.425027,53.536443,58.317219,83.372239,98.375493,113.750159,117.223714,113.151245,96.761022,104.499117,127.858353,1,2,2,1
58.500886,68.497441,71.969507,81.971495,84.893216,79.017236,89.299395,90.244913,92.614858,97.489602,75.744562,68.941163,72.217376,66.361783,97.097574,97.868786,111.553719,124.621155,116.664625,114.980667,35.2545,46.712414,55.199295,50.568945,52.667695,60.804076,63.86668,64.247172,64.776272,62.965569,27.133471,37.115496,55.621637,64.765926,60.823422,70.243543,72.792794,85.416865,71.190484,86.912371,1,1,1,2
60.671149,70.56274,73.717112,84.389791,87.472163,80.214873,90.727442,92.550485,94.493988,99.439115,36.609639,44.674484,77.689175,76.282374,78.184943,109.456012,92.568247,81.567562,120.013932,107.41226,45.53342,38.359986,71.03777,64.300955,87.459874,88.882031,89.222876,117.702143,108.377864,89.82406,51.823848,58.615181,83.420765,97.755087,112.224003,117.207249,113.260335,95.938884,103.438912,127.431927,1,2,2,1
59.621713,69.594064,73.281043,83.222169,86.406059,79.912211,90.569677,91.45268,94.186881,98.377952,35.650927,45.735327,78.301036,76.575162,77.850007,110.401437,91.880443,81.535417,119.696764,107.441797,35.566536,47.001545,54.963927,50.860671,52.815505,61.04015,64.023985,64.434913,65.155337,63.139887,55.916884,63.44157,86.608857,101.055177,115.984635,119.713635,116.768476,100.55651,108.475203,132.177635,1,2,1,1
59.033353,68.850896,72.673393,82.821394,85.775523,79.042694,89.616119,91.076187,93.132421,97.732657,35.343928,43.822155,77.52681,75.321786,76.437633,109.317728,90.670778,81.395379,118.292219,105.143632,34.034001,45.869533,54.066666,50.140269,51.448563,59.532532,63.165575,63.567578,63.958874,61.928636,53.518104,61.185932,85.137953,100.066829,115.418041,119.824291,115.000544,99.427729,107.108866,130.914449,1,2,1,1
60.366167,70.555136,74.128134,84.171172,87.376023,80.715671,91.442863,92.520576,94.551938,99.718432,34.495876,46.299671,78.551019,73.273417,76.936592,109.232407,92.41048,82.804151,120.387872,105.907711,46.743237,39.476543,72.484819,64.21835,88.137788,89.441301,90.089992,117.158286,107.946436,90.682707,54.349139,60.50568,85.445134,100.144227,115.530237,118.509666,114.508038,99.134797,107.15013,130.580369,1,2,2,1
57.057844,67.470927,70.890512,80.913073,84.111982,77.191629,88.001738,89.360347,91.456531,95.819364,76.832315,71.136469,71.84853,67.456924,99.893449,98.859554,110.986259,125.212744,117.414933,115.693876,37.724669,49.286481,57.443279,53.365731,55.140711,63.329453,66.553425,66.708004,67.418638,65.43975,27.641117,38.652706,56.16717,65.633219,60.633642,70.708343,74.534883,85.573996,72.565713,88.300671,1,1,1,2
59.554154,69.887058,73.252143,83.023289,86.568438,79.904391,90.317007,91.627345,94.163818,97.980997,33.058338,45.190497,77.779306,74.134701,76.49709,109.873269,90.217897,80.758225,119.291127,106.637732,44.808558,40.036509,71.367737,63.706391,88.971044,87.495738,90.312186,116.502812,108.05118,88.33,27.037243,38.619922,56.215376,65.95613,60.986776,70.10551,74.072193,85.473101,72.459442,88.927686,1,2,2,2
60.084026,70.485922,73.524904,83.915332,87.078645,80.412761,90.768,92.153884,94.496701,99.006291,34.776001,45.37415,77.954191,74.764474,78.543023,110.168869,91.718286,80.749132,120.864812,109.114025,38.736398,50.023014,57.983653,53.875557,55.834665,63.988568,66.735466,67.457074,67.973509,65.956451,53.230247,61.118376,86.885313,99.228814,114.181297,118.861428,114.853441,97.426501,107.197235,130.221404,1,2,1,1
58.168475,68.219525,72.011744,81.543348,84.761097,78.570967,89.18381,90.269745,92.29728,96.456021,34.916135,45.302088,79.320995,74.323193,77.566448,110.503739,92.23132,80.889651,118.735629,106.90429,44.571191,38.427262,71.472339,63.492824,87.624819,88.909853,89.943557,117.115159,108.953166,88.607693,54.041306,61.37499,84.59922,98.363751,113.729724,117.544101,113.941415,98.065843,106.579379,129.276702,1,2,2,1
57.964142,68.131495,71.577979,81.578047,84.534947,78.525875,88.441599,90.01252,92.186369,96.874723,34.307491,44.703636,78.043396,74.260543,78.257352,109.991062,93.007003,81.387231,118.756007,106.640169,43.977959,37.973427,69.013433,62.344514,86.4203,87.771499,89.671501,114.684658,107.959025,88.620254,26.965352,37.445137,56.388514,65.855961,61.19039,70.670347,74.262242,85.742653,72.442183,89.406887,1,2,2,2
59.009913,69.637496,73.237215,83.272346,85.826911,79.892547,90.65489,91.598654,93.518303,97.954268,34.665073,44.985199,79.189667,73.34777,77.593105,108.964751,90.561116,79.304068,119.900463,107.318916,36.450678,48.266471,56.356284,51.831468,54.285695,62.322306,65.401805,65.649428,66.484708,64.36799,28.065312,39.0913,58.179467,67.075708,62.507507,70.708577,75.097269,86.958212,73.278878,89.052074,1,2,1,2
60.123035,70.124723,73.401336,83.69403,86.45856,80.441454,90.732967,92.448028,94.393363,98.65402,77.171144,72.102255,73.773459,69.372546,101.910592,99.548074,111.668239,127.976305,118.99051,115.776271,37.356558,49.115006,57.149265,53.116069,55.246455,63.280319,65.877701,66.807093,67.391277,65.437719,27.507026,37.81231,56.76555,66.894607,60.734297,70.641827,74.056718,86.514238,72.867953,88.067353,1,1,1,2
57.916327,68.209473,71.283017,81.479178,84.565232,77.866977,88.749252,89.619586,92.340193,97.043403,34.972675,44.121966,77.486689,74.686707,77.815058,110.389088,91.154803,80.272973,119.067276,106.139461,37.264918,48.905108,57.048886,52.870983,55.040148,62.943804,65.97653,66.422971,67.415839,65.050559,52.820675,60.664387,84.995584,99.768194,113.786338,118.191923,114.500473,99.571808,105.896525,129.59318,1,2,1,1
58.943232,69.008424,72.266039,82.795816,85.616719,79.127878,89.867566,91.045575,93.366446,97.654185,75.814828,70.944897,70.071312,67.644112,98.392818,99.310825,109.871174,125.65429,116.824178,113.720667,43.474854,38.398034,69.935197,63.515954,88.103183,88.489678,89.887266,116.662396,108.431718,89.282785,28.651613,39.93983,58.315857,67.325253,63.194487,72.786258,76.841691,88.025022,75.713617,89.657778,1,1,2,2
59.814726,70.24864,72.948193,83.692669,86.426102,80.188272,90.379307,92.016458,94.151329,98.833026,35.352505,45.566513,78.613338,75.606307,77.836619,111.229342,91.696971,80.911206,119.487073,107.068808,44.488363,39.330917,69.951965,62.786465,88.432584,89.163803,91.924721,117.255933,108.047702,88.258681,26.735082,37.44858,56.109775,64.588522,61.301578,69.142463,73.257404,85.153387,73.023329,87.83678,1,2,2,2
59.883316,70.314472,73.497593,83.51021,86.653557,80.098315,90.758808,92.200987,93.791882,98.147551,75.050368,70.547653,70.949055,66.503525,98.10532,99.356676,112.050794,125.626968,116.622609,114.087948,45.744338,39.834639,70.764701,64.243512,89.320794,88.468644,89.042474,117.397498,106.998053,89.755896,29.156834,40.317657,58.371908,67.081198,62.879436,71.402172,76.104119,87.657717,74.708486,89.827313,1,1,2,2
59.485222,70.309585,73.444052,82.982857,86.645518,79.719814,90.470004,91.259507,94.154053,98.086689,76.198835,69.267739,72.144134,67.149053,98.881723,101.713155,111.416544,124.612385,115.673504,113.288436,37.64027,49.415936,56.906031,52.868444,54.919351,63.303352,65.865859,66.56055,67.397775,65.139196,53.762332,61.400017,85.202311,101.13156,115.403207,118.965081,113.812494,97.970252,106.334465,129.068771,1,1,1,1
58.361417,68.524064,71.749297,81.857877,85.021554,78.701055,88.993153,89.820645,92.347794,97.360725,35.919727,45.568448,77.402504,75.56944,77.269601,109.656624,91.758317,81.087518,119.48666,107.08497,38.30081,49.791437,58.02702,53.935265,55.71897,63.840889,66.755602,67.322784,68.169654,66.181958,55.33551,61.025449,85.420208,100.416776,115.558425,120.055476,114.288263,99.031958,106.25001,130.940427,1,2,1,1
59.438803,69.353492,72.899354,83.277226,86.245706,79.718335,90.376858,91.171785,93.448481,98.389993,76.902896,71.621613,73.37332,66.680279,100.170003,99.757642,112.209714,126.923409,116.378408,117.749042,36.154965,48.359393,56.252396,52.106813,53.996631,62.456941,65.223617,65.822906,66.48586,64.491177,56.017342,62.026538,85.909921,99.431109,115.828011,120.173561,115.831544,98.237005,106.317673,130.38521,1,1,1,1
58.51736,69.3062,72.066038,82.32578,85.598702,79.313082,89.40779,91.017497,93.041051,97.422464,34.197098,44.259695,76.991867,75.596706,78.706671,110.678781,90.726146,79.618288,119.534863,106.398255,45.826597,40.524474,71.647172,63.479597,89.805181,89.812195,92.134373,119.272231,109.001738,89.988636,28.721686,37.897083,57.25971,66.434632,61.367717,70.3882,76.033332,86.130532,73.533761,88.926008,1,2,2,2
58.749884,69.250882,72.350902,82.594941,86.098557,79.081126,90.134311,90.813628,93.372673,97.747175,75.551744,71.528417,73.010115,66.096519,99.402067,99.216751,110.897563,123.854917,117.392094,114.944786,38.1838,49.974695,57.694428,53.540108,55.810005,64.027863,66.823364,67.103352,67.815435,65.578646,52.19973,60.368251,84.876415,99.442675,114.090696,116.619201,113.303492,97.710717,105.405272,128.963777,1,1,1,1
58.837398,69.18454,72.524265,82.889681,86.104557,79.53771,89.701587,91.035355,92.956259,97.752689,74.999393,72.138995,71.700523,68.242125,100.364803,99.255383,110.336544,124.060594,118.127405,114.65409,38.576419,50.239469,58.612654,54.022898,56.118126,64.180109,67.247082,67.561426,68.246899,65.979523,54.045299,61.439868,86.334766,100.566941,113.972729,120.836254,113.508222,98.336922,107.148801,130.539212,1,1,1,1
57.133091,67.098295,70.969597,80.946135,84.000709,77.293858,88.167104,89.55198,91.698968,95.697707,76.299878,73.016541,72.509645,69.328696,99.30575,99.161735,112.154546,123.37281,117.092664,114.936317,37.749393,49.391037,57.378961,53.499503,55.166454,63.499395,66.164255,66.642168,67.50567,65.458491,52.441567,59.264727,83.476551,99.829202,112.732195,118.250482,113.130843,95.947659,105.112832,130.218876,1,1,1,1
58.090713,68.470337,71.414783,81.732925,84.87246,78.226847,88.525034,90.240794,92.369239,96.826112,76.294876,71.531444,72.655334,68.215265,98.906725,99.076382,111.510029,125.635148,115.803565,116.711476,47.406308,39.34576,71.422479,65.13091,88.5258,89.821736,90.303176,116.781134,108.620258,88.611006,53.330679,60.80527,85.292745,99.955134,113.617523,117.547231,113.702247,97.967782,106.321983,128.4469,1,1,2,1
58.684001,68.391474,72.04716,82.305031,85.442504,78.413529,88.790283,90.793713,92.719608,97.329066,76.27115,71.846021,72.46602,66.672792,100.345819,98.09357,109.668509,127.617281,116.908009,115.490491,44.262818,38.945297,69.719405,62.133564,87.417959,89.384697,90.258147,116.159466,107.637555,88.005893,56.07186,60.821397,86.432608,100.963805,113.507809,118.966796,113.253371,99.013699,107.428166,129.809907,1,1,2,1
58.996039,69.311166,72.875481,83.231428,86.004829,79.490464,89.921254,91.202795,93.119175,97.987002,75.101196,70.007467,72.166744,66.822842,101.543774,98.740307,110.921,125.445118,117.514158,115.093184,35.938194,47.681531,55.502563,51.648343,53.21958,61.38539,64.664057,64.81817,65.910737,63.62844,52.391821,59.072328,84.936384,98.502668,112.450887,116.77497,113.685712,97.515188,104.384648,127.51123,1,1,1,1
59.601904,69.282379,72.998919,82.610703,85.905099,79.51015,89.950024,91.298892,93.243624,98.19339,36.450117,45.534452,78.352206,73.764068,79.367282,109.770087,91.980763,81.629808,119.794341,106.287577,37.331742,49.323666,57.032642,52.872834,54.953052,63.168886,66.117965,66.580464,67.377383,65.342347,51.93134,60.21126,83.55028,99.499289,114.080719,116.987196,112.748513,96.329541,105.235122,129.908285,1,2,1,1
58.785549,68.732652,72.260409,82.062517,85.324887,78.888747,89.673401,90.958296,93.037629,97.218039,76.483501,70.23817,73.120975,68.041553,99.260677,99.952749,111.575792,123.905427,116.284087,114.057022,37.111409,48.787738,57.187541,52.764117,54.615621,62.672263,65.892411,66.365348,66.899991,64.856662,27.252799,38.171417,57.044445,65.942437,62.498276,70.438578,74.937184,86.166699,73.90177,88.588194,1,1,1,2
57.71722,67.696697,71.013413,81.20618,84.155722,77.56251,88.025557,89.594417,91.753168,96.039402,34.589963,46.66532,77.588416,73.498989,78.157516,110.795943,91.805689,80.676244,119.521502,106.698871,37.702444,48.975052,57.190636,52.822667,55.035011,63.067988,65.908056,66.614632,67.050848,64.916227,53.412209,60.554389,85.044217,100.661851,113.677571,119.354703,114.545357,98.407513,105.676535,130.603684,1,2,1,1
60.075049,70.081127,73.148225,83.259232,86.551612,79.709612,90.270039,91.779697,94.203061,98.037713,75.963884,70.247233,71.796793,65.169386,99.793599,97.72999,110.846447,124.033785,119.813455,112.896905,45.23103,38.333897,70.849262,62.867099,88.625682,87.70169,88.720507,116.810136,108.308084,89.603917,53.58905,59.933215,85.608592,100.118777,114.709814,118.27947,113.753035,97.155474,106.067558,129.966834,1,1,2,1
58.589444,68.98404,72.13147,82.543643,85.238924,79.052384,89.320505,90.785024,92.737711,97.485821,33.691531,45.391541,77.303678,73.594853,75.939323,108.315484,90.803537,79.029952,118.89906,105.599023,44.629453,39.530201,70.825771,63.802313,88.245858,88.120777,90.654594,116.947072,108.778587,91.364046,54.173136,60.802046,86.310537,99.441206,115.47775,118.496335,114.546974,98.980606,106.060209,129.73953,1,2,2,1
59.781045,69.872384,73.509823,83.214778,86.633627,79.601801,90.47889,91.718674,93.633005,98.521891,33.985485,45.063524,77.260662,73.045049,77.268496,109.206308,90.82093,81.141042,118.406095,105.571165,46.139588,39.34937,70.555176,63.94563,87.808911,87.750399,90.314679,118.151466,107.821851,88.639943,53.564287,60.504278,85.459874,100.463266,113.882635,118.817601,114.112284,98.416862,106.382432,129.672325,1,2,2,1
58.102617,68.315766,71.371167,81.708594,84.832015,78.388643,88.559084,89.723669,92.017133,96.841523,33.515835,44.802826,76.846388,75.375225,76.93245,108.508483,92.736844,79.546434,118.959674,106.346514,38.215077,49.971899,57.938326,53.663083,55.708276,63.586432,66.778762,67.150254,68.104663,65.693626,25.516171,35.92704,55.548386,64.274355,59.438733,69.580168,72.014601,84.910432,71.790903,86.464673,1,2,1,2
58.08005,68.749539,72.103037,82.351806,84.809387,78.283235,89.296069,90.461228,92.350628,96.853618,75.701806,72.824915,70.285949,67.566714,99.877191,97.483322,110.600021,124.272996,116.104654,115.626383,35.833926,47.024627,55.277698,51.04843,52.667236,61.190846,64.166613,64.476201,65.424764,63.168558,26.528384,37.998867,56.542472,65.615276,61.416512,69.689625,73.6076,85.836982,73.047683,87.562207,1,1,1,2
58.929334,69.059281,72.269084,82.588022,85.57147,79.108793,89.938448,91.132044,93.345512,97.577875,34.661736,46.026011,78.984919,75.294063,76.57694,110.813447,93.003278,82.14966,120.565203,106.970412,45.176982,37.717815,70.475837,62.359018,88.497004,88.567903,90.094712,117.525238,106.553242,88.249022,53.573466,60.652784,85.26807,99.401105,115.912432,117.906771,113.47202,99.386411,108.200573,129.35328,1,2,2,1
58.308995,68.280696,71.958648,82.376968,85.537436,78.539118,89.288224,90.366219,92.58213,97.046654,74.551708,70.961818,70.143823,67.410269,100.263036,99.879762,109.76123,125.065858,117.972337,114.552824,45.087667,40.534817,70.881651,63.850511,89.324418,88.917736,90.74804,118.742505,109.007883,89.388596,54.081568,59.040913,85.407634,98.174471,113.36376,116.864166,112.337563,96.625014,104.768057,129.1274,1,1,2,1
58.770456,69.033192,73.09345,82.530413,85.908084,79.270266,89.373785,90.96506,93.318485,97.418379,77.148863,72.261976,72.130965,66.568452,99.043557,99.649755,112.635936,124.758621,118.893562,114.567911,45.329043,38.261374,71.410331,64.132054,88.650081,87.613266,90.718405,118.264516,109.622964,90.152624,27.826677,39.000476,57.722872,66.814599,61.750709,70.33139,74.183656,87.210763,73.177466,88.994812,1,1,2,2
59.292289,69.816562,72.977849,83.105659,86.444805,79.715223,89.971125,91.432625,93.693667,98.56554,33.704885,43.317667,76.716085,73.281774,76.14659,108.999436,89.107899,78.814413,118.977058,104.836802,36.612303,48.619845,56.343068,51.738144,54.230238,62.220002,65.393479,65.672972,66.446891,64.179858,53.941801,60.391135,86.053842,99.80216,115.858209,118.238092,114.537298,99.113531,106.499473,130.839915,1,2,1,1
59.327742,70.079069,72.683659,82.942354,86.231347,79.388643,89.729237,91.500816,93.264733,98.057374,75.326191,70.859743,71.670859,65.617152,99.757123,97.402368,110.649761,125.701556,117.897114,114.784627,44.220122,38.486607,70.112461,63.086222,88.493835,88.209009,88.897504,115.785602,106.437884,89.987345,53.161294,60.376204,85.556653,99.76709,114.661205,119.176963,115.084543,98.652701,106.891181,130.939918,1,1,2,1
57.609117,67.888069,70.605887,81.249184,83.8372,77.713301,88.203018,89.004629,91.512582,95.710588,76.604598,70.76717,73.059969,67.74951,100.329435,98.174608,110.850505,125.972138,116.658484,113.4466,35.535764,47.240506,55.012355,50.93881,52.723629,60.814666,64.040327,64.3652,65.084863,63.097658,55.559059,61.732402,87.195726,101.040675,115.89362,119.166388,115.139264,98.60149,106.204869,131.338189,1,1,1,1
59.842812,70.174832,73.490817,83.753766,86.749709,80.328357,90.783997,91.99917,94.215505,99.085823,74.673761,70.227573,71.645951,65.037615,98.997013,98.718458,109.974039,125.346907,117.287583,113.862103,38.348046,49.772043,58.168938,53.788397,55.599364,63.886597,66.964764,67.470638,68.211114,66.167766,27.70773,37.603084,56.01055,66.430657,61.320165,70.29493,73.668672,86.448908,73.147999,88.723777,1,1,1,2
59.504669,69.013821,72.815094,83.072711,86.028246,79.021934,90.071555,91.182851,92.988522,97.766041,77.544059,71.104007,71.407664,67.376362,100.038122,97.774221,111.102174,125.683678,116.37642,114.953466,37.480691,48.974442,57.110665,53.243317,54.924735,63.254921,66.299069,66.790717,67.089892,65.293164,53.855677,62.637594,86.352512,102.275507,116.189673,119.579031,116.788831,98.519739,107.041451,130.320219,1,1,1,1
58.650796,69.049768,72.443921,82.290501,85.673413,79.376704,89.372787,90.436826,92.937127,97.211338,75.717209,72.500967,72.811422,67.900239,100.379394,100.217127,111.333437,124.843845,116.7263,116.169374,43.050277,38.065214,70.433496,62.710078,87.378536,88.977117,91.009067,116.861189,106.167649,88.204582,54.132845,61.030487,84.79399,100.002946,115.203104,120.197485,113.782791,98.256651,107.089846,128.967481,1,1,2,1
57.72327,68.11196,71.567505,81.656049,84.610518,78.003921,88.507282,89.901791,92.163161,96.776017,35.949561,44.863169,77.686435,74.152108,78.860169,110.334584,92.3387,81.418711,121.56281,108.136896,36.480292,47.963534,55.945504,52.204047,54.082376,61.918416,65.320565,65.67898,66.559271,64.135712,54.41942,60.53704,85.322862,100.344516,115.193782,119.061609,114.720961,98.248278,107.904549,128.798224,1,2,1,1
58.177348,68.444846,71.642138,82.194342,85.177935,78.150092,88.7727,90.361741,92.61786,96.478453,74.938094,71.316108,72.804077,68.648436,99.455317,99.092847,111.526949,124.606868,117.569859,114.594381,44.715286,39.78921,72.702555,64.113835,89.201874,89.118322,89.728181,117.298108,107.78194,89.295459,53.99184,60.536747,86.041881,100.02343,114.35636,118.385724,115.034061,98.530004,106.6714,128.931721,1,1,2,1
58.27195,68.467639,71.656016,81.486017,84.894613,77.988592,88.896083,90.207536,92.271401,96.666165,35.962749,44.982414,77.389403,75.194099,77.694407,110.495661,90.569118,80.71506,120.391187,107.68156,38.453586,50.325707,58.490636,53.87805,55.905497,64.105809,67.087319,67.218114,68.437075,66.076182,27.209942,39.5782,56.846713,65.703318,61.596249,69.901377,74.63832,86.119458,73.714341,89.206423,1,2,1,2
58.881097,69.073849,71.912951,82.533057,85.175006,78.8892,89.249829,90.549123,92.601008,97.204479,34.714762,45.258341,77.638561,74.540843,77.526518,109.841349,90.975196,80.610666,119.093006,106.713785,37.14835,49.023008,56.869677,53.090445,54.740147,62.88418,66.255985,66.506336,67.220662,65.101249,27.042668,37.549504,56.693351,66.152499,61.619601,70.077014,74.678201,85.087048,72.798385,88.092638,1,2,1,2
58.844674,68.93801,72.545086,82.546388,85.831886,79.209157,89.717369,90.898275,93.109615,97.981247,34.6008,45.432035,77.198327,75.747953,78.460376,109.991241,90.1147,81.350409,119.864575,105.879445,36.831305,48.354929,56.487607,52.523415,54.212563,62.425846,65.394992,65.946142,66.78708,64.035412,52.811105,60.682101,85.304131,98.622246,114.012445,117.547463,114.643192,97.211996,106.567107,129.976826,1,2,1,1
