@relation 60dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute dim41 numeric
@attribute dim42 numeric
@attribute dim43 numeric
@attribute dim44 numeric
@attribute dim45 numeric
@attribute dim46 numeric
@attribute dim47 numeric
@attribute dim48 numeric
@attribute dim49 numeric
@attribute dim50 numeric
@attribute dim51 numeric
@attribute dim52 numeric
@attribute dim53 numeric
@attribute dim54 numeric
@attribute dim55 numeric
@attribute dim56 numeric
@attribute dim57 numeric
@attribute dim58 numeric
@attribute dim59 numeric
@attribute dim60 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}
@attribute class5 {1,2}
@attribute class6 {1,2}

@data
69.023484,44.297095,74.226965,76.233385,88.132723,54.080932,64.338458,57.979373,92.466528,75.240864,21.849708,40.505715,62.407571,65.955026,61.820869,72.602747,66.00615,65.171446,68.024307,83.50406,71.437842,83.851634,105.711794,120.296079,118.897941,128.534065,136.916461,132.108925,118.190611,128.553083,40.308546,26.930012,69.962102,65.655084,44.988764,63.795496,67.771769,104.597455,91.996612,113.828973,69.44553,88.521523,105.222082,123.85889,98.889294,123.178897,106.273303,123.037767,109.906067,146.258765,27.104639,30.498143,34.272775,64.649141,82.407163,90.388952,91.474885,110.575512,101.527982,107.230127,1,1,2,2,2,2
69.310553,41.997937,72.900137,75.494622,87.287703,53.330509,65.722639,58.157757,91.48956,77.484265,39.594892,60.759455,42.038786,54.286652,59.588677,75.245058,99.478127,109.789824,106.488092,120.826443,23.214652,59.652189,71.470221,67.532592,104.899772,103.943293,101.411788,87.221555,101.475989,122.42454,39.139837,27.963518,74.616578,67.952637,47.184213,64.115355,67.721411,105.524847,92.842751,113.469227,70.047264,88.37694,105.200907,123.11412,98.086915,123.481208,105.445718,122.573827,108.833931,145.403794,27.422014,31.864913,32.904137,64.102518,82.648296,90.873539,91.242814,111.031752,101.630297,106.605436,1,2,1,2,2,2
71.371134,41.935041,74.318937,75.74269,88.698397,54.051642,65.427829,59.039951,93.605895,75.379843,37.835806,59.746235,39.430531,51.433316,59.759168,73.938768,99.632257,109.21083,106.480971,120.48472,70.927589,83.886274,104.334318,118.643213,117.887187,126.985423,136.064582,130.432327,117.237529,127.745874,40.830926,27.844381,73.198546,66.403905,44.00934,65.559932,67.245492,105.774336,90.969246,112.475468,69.720466,87.968866,105.115087,124.467798,99.360387,123.436282,106.376449,123.179898,108.920792,145.868398,26.456781,32.039783,34.987863,65.04545,83.858558,92.455854,90.611939,110.746708,101.484539,107.309262,1,2,2,2,2,2
68.645531,40.667276,74.089287,74.501864,87.768487,52.7866,64.930878,57.916041,92.224306,77.044936,19.569356,38.715651,60.884642,64.480292,60.695287,71.622069,64.201547,64.624148,66.081671,80.982642,22.523351,59.089484,72.931644,70.043377,104.816773,106.353956,100.92578,88.583771,102.926881,123.439273,41.14993,26.798255,71.277293,64.731792,48.441358,66.70921,68.750469,107.297944,92.672909,113.875341,74.762727,76.918291,74.990651,42.657969,91.582704,50.713101,101.168949,72.167565,96.794919,82.407305,27.347026,32.838813,36.13642,64.162729,83.868106,92.89308,92.01379,111.946778,102.686608,109.698157,1,1,1,2,1,2
68.008507,43.061213,73.036139,76.097301,86.859581,54.617613,65.701755,59.095338,92.59404,76.487819,18.916444,37.67339,60.08796,62.805407,58.743937,69.644533,63.474208,62.71231,65.30282,80.207724,23.197963,59.343236,72.752846,68.902059,106.6095,106.370487,102.064191,87.930801,102.582093,122.452433,41.000973,26.112537,72.39498,65.717967,46.18781,64.78333,67.730265,104.154953,90.831538,114.557912,75.224371,78.110989,75.766969,43.876628,90.134053,52.734766,99.628701,70.336716,96.224616,82.58543,27.030849,30.905683,34.990621,63.935571,81.791826,90.576786,90.991145,108.889891,100.548707,106.423555,1,1,1,2,1,2
71.472984,41.38149,72.788464,75.455694,86.668688,52.697345,65.643287,56.965969,93.393947,75.4119,20.102127,38.520019,61.131614,63.750271,60.153362,70.996438,64.143965,63.119266,66.209362,81.445458,71.851236,83.312025,105.533175,120.40206,117.561283,126.998695,136.137761,131.966398,117.78729,128.135818,66.530086,52.957297,77.845285,69.89791,63.19729,106.902925,70.501994,88.186274,103.568691,110.707394,74.593221,77.337129,76.279119,43.162159,91.588466,51.032019,99.099378,71.44398,95.909155,81.17646,29.077391,32.591618,35.086652,64.263312,81.701821,91.22935,91.554205,109.13275,102.7735,107.070284,1,1,2,1,1,2
70.360869,43.024374,73.22606,73.901564,86.642305,52.837947,66.185588,59.709389,93.869718,76.877229,38.259587,59.938277,39.062115,51.482491,59.496245,73.170738,99.331394,110.317347,106.157416,120.276852,22.338339,60.134335,73.339002,69.287773,104.777575,104.365675,100.614406,88.601742,103.969381,123.901371,65.851725,53.522563,76.016403,70.212379,62.86425,106.205564,73.679497,88.925623,106.269873,112.247654,74.61324,79.585599,75.439783,44.262253,90.542418,52.032285,101.011319,71.689833,96.811115,81.231456,39.709517,68.286172,52.917512,81.497882,36.34047,48.970739,54.966752,76.637722,62.821664,87.314786,1,2,1,1,1,1
72.391802,41.963388,73.899101,77.221026,88.244481,54.022564,66.913773,59.31523,93.727537,78.709833,36.956696,60.789061,40.695507,53.018789,59.590182,74.965437,98.129437,109.744141,103.941085,120.437269,69.466865,82.287691,104.271791,119.056581,117.837787,126.62231,135.191536,131.517285,115.747596,125.990044,39.960391,28.446168,72.008035,65.988089,47.065102,64.375433,67.513658,105.95184,93.374142,114.407338,75.058011,78.05473,73.468724,45.598859,89.649154,52.390974,100.302736,70.746216,97.344685,81.022104,38.096873,66.707355,51.943377,79.470701,37.242506,48.365524,58.250686,73.471965,63.523597,89.189986,1,2,2,2,1,1
69.854585,43.150911,74.18887,75.008082,88.112855,53.384661,65.352949,57.71493,93.064071,76.121514,37.681674,58.747031,40.220153,51.957647,59.611568,74.179513,97.807972,109.307456,104.09582,119.982297,70.685267,83.405907,104.84959,118.627289,117.15424,126.05586,135.89311,130.469303,116.94833,127.151759,64.121378,53.501587,77.617009,69.135632,62.383956,106.669245,72.483948,86.562169,106.331377,110.900149,75.220684,78.862776,75.171783,45.159726,90.128006,53.393315,98.291768,72.719263,97.956792,81.939634,38.536174,65.880761,53.694094,80.159743,36.705934,48.141943,58.385525,73.860192,63.853705,89.461673,1,2,2,1,1,1
70.720563,43.767951,75.840749,77.989741,88.655225,53.798917,66.597931,59.403197,94.606266,77.487603,39.007305,59.334082,39.168822,52.629539,59.186935,73.217835,99.070802,109.202871,105.695004,119.670294,72.498845,84.267667,103.612838,120.081424,118.144041,127.461525,136.311077,131.654674,118.451048,128.163181,65.820011,54.078084,76.365748,71.359321,64.551236,107.180267,73.970289,88.156044,105.673896,113.23124,74.684901,78.098431,73.933558,44.628472,92.149342,52.221874,100.21457,71.727743,96.549731,81.542764,39.313294,64.442028,52.673347,81.424111,36.280854,48.782814,58.679913,75.14481,63.064654,89.174891,1,2,2,1,1,1
70.477964,42.705753,72.952065,74.574006,86.870741,54.549299,65.014121,58.333203,92.439088,75.712385,19.870428,38.497823,60.292247,63.504606,59.292791,70.696454,64.374246,63.509061,66.709056,81.525208,23.830644,60.666336,74.230432,69.505447,106.922038,105.557215,101.560488,88.362381,104.756126,124.091831,39.386194,27.148386,71.55739,65.809626,44.854561,64.048576,66.136153,105.557408,93.508056,114.588455,74.500298,79.157587,73.679461,43.819918,91.135312,51.558046,99.347011,70.322738,95.772173,81.031302,27.337671,31.400272,33.834646,64.729193,82.629752,91.308469,91.330114,110.458649,102.843321,106.864227,1,1,1,2,1,2
69.58108,41.24779,73.762928,73.423701,86.661913,52.841898,66.425164,57.048145,91.834349,75.805127,36.136753,59.289514,38.567034,51.743486,60.104457,74.131352,98.109552,108.566834,105.120381,119.813008,22.329597,59.091077,71.778043,67.967605,105.937473,103.854807,100.483339,87.363573,101.886762,121.64841,63.822348,54.651734,76.685175,67.959745,61.146341,106.722233,71.159542,88.153466,104.600064,110.487929,69.558972,86.830537,104.401252,122.062546,97.983665,123.403207,104.88753,121.099803,108.594675,142.903875,27.157214,31.757617,34.19551,64.441107,82.227082,91.174985,91.662034,110.235681,102.585655,106.084484,1,2,1,1,2,2
69.657377,43.335316,75.286628,75.066003,87.36108,52.713629,66.01419,59.112948,94.024632,75.698477,20.660125,38.808996,60.959809,64.32052,60.308626,71.8329,64.547419,64.372547,66.849181,81.734543,23.431522,60.237999,71.748597,68.59552,105.12526,104.629285,101.243518,89.785647,101.738261,122.22705,39.340818,25.365677,70.823955,66.145932,46.13955,64.552507,69.33657,107.413921,91.803668,113.69063,73.082787,77.472248,73.40609,45.114209,88.298537,49.933801,97.843457,70.560042,96.491557,81.259609,39.274811,66.406951,53.372166,80.863749,36.688469,48.690407,60.291239,75.069902,64.554678,90.303913,1,1,1,2,1,1
71.06214,42.365886,72.437582,76.045447,87.432113,54.125379,64.999322,59.867673,91.830538,75.714384,20.087434,38.416833,60.40547,63.549964,60.279978,71.461047,64.1856,64.181058,66.007831,81.914797,71.144964,84.021957,105.541566,119.252952,118.843976,127.886362,136.22711,132.344481,117.833257,128.466274,39.853137,27.861111,71.502007,66.260041,44.972337,65.9057,68.999497,106.232664,90.81042,115.450397,69.854214,88.3879,106.015291,123.900722,99.597322,123.672255,107.177049,122.496461,110.091702,145.911183,26.304816,31.757093,35.210719,62.113393,80.486001,90.789459,89.679246,109.874773,100.594445,105.671554,1,1,2,2,2,2
69.278529,41.611806,72.941959,76.400413,86.824636,53.030111,67.16914,59.382035,93.379446,73.969879,36.81815,59.776526,40.616405,54.686722,59.523224,73.605341,97.565151,108.838075,105.321339,120.923973,24.404516,60.128333,72.143389,66.763234,102.983736,104.759154,100.858412,88.544742,100.136633,123.622102,65.003698,52.357197,76.13345,69.796796,63.083469,104.526698,71.609987,87.811744,104.909194,110.048887,75.101498,78.844792,75.368428,44.885079,90.31887,51.438159,99.519613,71.632909,97.500654,81.873561,41.277461,65.348374,53.991102,80.806203,37.722099,49.017924,58.378704,75.343038,64.798412,90.417422,1,2,1,1,1,1
70.504472,41.240831,73.376213,74.778477,86.368118,55.034481,65.606574,59.113444,93.23886,76.559704,20.748977,39.489306,62.068844,65.097413,61.487926,71.709923,65.052108,65.091628,67.017835,82.237681,23.847862,59.163799,72.775202,67.99878,105.409474,105.398041,100.153976,88.201353,102.196529,123.681345,39.452961,28.801419,71.555808,66.15975,46.101329,65.969355,68.112722,106.984404,93.180972,116.283044,75.583509,78.887443,73.484,45.438159,89.893575,51.559861,99.844804,70.904057,98.265091,81.101483,28.202212,32.359315,33.270844,62.929475,82.010551,90.281953,90.598137,109.954468,101.33644,106.72943,1,1,1,2,1,2
67.835148,41.514265,72.498189,73.989908,86.777299,52.870705,65.880257,57.736969,91.16159,74.323727,37.590094,59.008039,37.221958,53.38742,57.625543,73.364047,98.464977,108.526004,105.294995,120.426908,24.809071,60.495826,73.71147,69.352378,104.396654,105.496738,102.710991,88.129572,103.194845,123.671177,40.724488,27.282362,72.082759,64.942912,47.157019,62.046374,66.945826,105.121366,91.919528,113.240254,73.103873,78.643995,76.039209,44.148195,92.301893,52.886184,99.513657,72.131339,96.546008,82.581147,26.970709,31.880329,33.713129,63.336385,83.420498,91.078318,91.072576,108.957008,102.648819,106.921212,1,2,1,2,1,2
71.730329,42.908931,73.591104,75.724202,86.557954,54.236963,65.464463,59.732519,92.477502,77.636888,37.993436,58.128225,38.776384,49.717306,58.167763,73.789581,97.839052,107.431649,104.844658,119.20242,24.02856,59.439854,71.685718,67.628461,104.928307,104.65159,100.1479,88.191741,104.552092,124.113379,39.813807,25.808864,72.862075,66.218808,44.58293,64.602216,68.907057,107.197205,92.584049,115.689919,68.448516,86.970526,103.874477,125.535494,96.842981,122.744423,104.61867,120.67608,108.472593,144.986308,26.872762,32.708198,33.553947,63.33459,83.99965,91.407444,90.404511,111.495269,101.262025,105.59088,1,2,1,2,2,2
68.744569,40.903464,72.963634,74.668667,88.071515,52.919544,65.523145,58.961421,92.63892,76.738883,37.327818,59.130851,41.190794,53.113323,60.079697,74.306962,98.688457,109.006374,107.152,119.400812,69.234879,82.258996,102.43994,116.703089,116.051013,124.925765,133.815108,129.4446,115.002004,126.241452,41.429075,27.332441,72.269018,64.410658,47.382201,63.580023,68.595383,106.073418,92.577008,114.25669,76.557627,79.778179,75.850849,42.809943,92.053909,52.342161,101.143919,70.896959,98.132812,81.136746,28.329327,31.721412,33.874882,64.752775,82.13354,90.884375,90.679821,111.331478,103.728546,107.94932,1,2,2,2,1,2
68.412817,42.053492,73.24516,73.064186,88.009341,52.837689,65.234551,59.291821,92.006013,75.647048,37.372307,58.646813,39.088141,51.224332,58.072267,73.543086,98.07656,107.240716,104.406674,121.537188,25.334973,61.930036,73.823816,70.532196,106.829272,106.268177,102.449107,89.462969,104.199242,124.181697,40.457108,28.761927,70.119862,64.7548,47.657859,64.227686,67.24154,104.596294,90.715937,114.933597,75.659973,77.805781,74.227229,45.670657,90.490911,53.514675,99.992581,70.549955,96.434924,80.334172,27.705286,31.92344,34.185968,65.656129,83.922158,91.228051,92.492782,111.382136,103.418372,108.465252,1,2,1,2,1,2
70.442355,40.636833,71.422695,74.548283,86.285311,53.785027,65.549161,59.548618,92.807046,76.163917,39.963574,60.150494,40.95816,52.382011,60.174872,74.246445,97.543068,108.595741,107.199971,120.679498,24.577707,59.332311,72.940998,68.458425,104.593396,106.031317,100.19299,88.652959,101.980743,123.809704,64.494936,52.568754,76.39207,68.240041,62.171732,106.693316,72.890037,86.514583,104.473568,112.976148,76.843819,79.788273,76.277369,45.469657,92.017248,51.019634,102.783989,71.138204,97.835168,81.185341,27.236532,32.474034,34.208484,64.521164,82.851044,91.783572,91.365947,109.511595,102.274395,109.247984,1,2,1,1,1,2
69.354175,41.047012,73.736056,75.761433,86.849398,54.328251,65.303372,57.299441,92.046309,75.171703,38.032891,59.264499,40.125217,52.905701,61.375755,74.348431,98.34365,108.842954,105.27714,119.895231,23.332211,60.15087,72.879774,68.139811,106.456853,104.354328,101.618394,88.0671,103.108823,122.765138,39.039954,26.418727,71.417698,67.006031,44.385949,65.813313,66.726947,105.462569,92.474157,111.369986,69.774457,88.257734,104.158439,123.352945,99.497906,121.921659,104.655015,122.619261,109.538229,144.861758,37.614263,64.932135,51.107837,81.061704,34.892917,49.288609,57.045989,73.840077,62.554556,87.053699,1,2,1,2,2,1
69.372476,42.969505,73.203081,75.481902,88.28256,53.632735,65.356682,60.237892,92.448607,74.610058,22.037507,39.27897,62.20491,65.061066,61.069593,72.568972,65.535782,65.474946,67.41904,82.215311,71.104906,82.428978,103.403184,119.34575,116.844297,127.619286,134.867576,130.536616,116.39146,127.579552,62.986379,51.729271,75.285855,70.443861,63.589829,106.599754,71.728403,87.810049,105.011915,110.648441,69.87878,87.504027,104.406851,123.114423,99.548473,122.79505,105.754898,121.724183,109.698516,144.159338,38.234409,65.132917,52.815473,78.8901,37.006906,48.298913,57.891477,74.299226,64.345839,88.155497,1,1,2,1,2,1
71.034266,41.666787,74.559435,74.240405,87.388724,52.825011,65.202125,59.110737,91.782334,77.016169,19.112311,37.24977,60.337701,63.127268,59.46175,70.280993,63.237598,63.178088,65.891544,81.004304,68.899887,81.036354,102.303997,116.446506,115.24616,125.092665,134.063938,128.872152,115.031393,125.586004,62.899648,52.865658,75.111491,68.286897,62.168734,105.873315,71.215437,85.508284,102.877116,109.790802,76.724758,78.033442,75.377152,44.156073,90.901861,53.149601,99.294688,71.659651,97.896034,82.766094,26.385398,32.05386,33.897676,62.81331,82.115222,91.885567,89.865581,109.005267,103.045657,106.659384,1,1,2,1,1,2
68.865823,42.963104,74.252546,75.588394,88.010316,52.600336,65.98951,59.170374,92.862227,76.677337,19.517949,37.724383,60.548799,64.141484,60.486825,70.633306,63.857361,63.389065,65.629603,81.329088,24.042971,61.005884,73.803233,69.259265,105.052081,104.90646,102.034274,87.677793,104.717941,124.236812,65.495873,53.730096,77.337458,70.708961,63.653969,107.214581,74.556283,88.755048,106.764045,113.625306,74.955003,77.530949,75.493416,45.256001,92.671477,51.772251,100.85492,69.658781,96.59519,82.388708,26.374595,30.719209,32.502154,62.794879,80.952996,90.698842,89.99489,109.640285,101.021532,106.579941,1,1,1,1,1,2
69.31213,41.810067,74.35559,76.029178,87.432957,54.557709,65.27915,58.443727,92.017954,76.359784,21.505791,38.83611,61.449571,64.402546,60.66007,70.911865,64.406503,64.540791,67.861267,81.522317,70.924443,82.362789,103.408571,118.514706,116.137332,125.936075,135.441303,130.677424,116.220254,126.355641,64.083511,54.32725,77.575366,70.215428,62.233952,104.884825,74.565069,86.336646,105.668805,111.011182,73.440779,78.732309,73.4586,44.816802,91.67759,51.01385,100.887894,70.71518,96.803933,82.865476,24.574314,29.848714,33.111994,61.035596,81.62296,90.043777,89.890917,109.28878,101.348019,107.92398,1,1,2,1,1,2
68.558911,42.440717,74.688541,74.030119,86.045699,52.43975,66.08698,56.367044,93.017442,76.130786,19.970834,38.363766,60.859763,63.98865,60.555637,71.700856,64.434517,63.787616,66.770793,81.777966,69.435116,81.624381,102.444254,117.193412,116.309079,125.461095,133.903197,129.544078,115.979874,125.787884,38.32448,27.074488,72.764312,63.625263,47.373927,65.580075,69.207324,107.445086,93.759494,114.265978,68.047994,87.130958,103.298534,122.360684,98.102173,122.072832,104.408573,122.329249,109.529089,144.536253,39.26771,66.005129,51.755144,79.259907,37.874364,49.70534,57.86314,74.639737,63.311399,89.607664,1,1,2,2,2,1
69.029509,41.908712,72.854138,76.124545,88.285822,52.199126,65.515212,58.15787,91.923456,75.992665,39.832883,60.627138,41.814954,53.998955,59.574599,74.312465,99.690688,109.624205,107.03461,119.685889,71.503984,83.364976,104.126118,119.588324,118.622375,127.278288,136.285327,131.915003,117.801724,128.706733,39.828436,27.282718,71.82586,64.644239,45.375364,65.222646,67.619739,107.337321,93.624863,114.841145,73.407042,78.255395,74.485572,44.002638,89.075772,52.484465,100.11447,69.628344,96.580383,81.690216,27.140404,30.448999,33.903549,61.770736,81.197015,89.486883,90.39289,110.330982,99.971298,105.939192,1,2,2,2,1,2
71.057033,42.799232,73.597219,74.826015,87.146954,52.790618,66.610571,60.182523,94.022245,75.56292,21.056572,39.265013,61.273881,63.984266,60.339725,72.015341,64.817735,64.065895,67.406066,82.096289,23.534152,60.124364,72.295408,66.965681,104.705973,104.317632,101.062929,89.194293,102.645015,123.815556,41.307273,26.685052,71.427136,64.935794,45.794411,63.150633,68.419519,107.410872,92.357785,113.097102,75.647241,80.366504,75.057224,45.069968,91.27829,52.181914,100.015551,69.900072,98.189417,81.110564,24.755177,31.145162,33.28145,63.589827,80.697232,90.473903,89.533764,107.574653,101.641695,106.091929,1,1,1,2,1,2
70.07047,42.705313,71.481122,75.250837,88.092303,52.33692,66.528989,58.473766,91.908619,77.385875,19.525717,37.992984,61.175847,63.273636,59.930208,71.365866,64.765672,63.006562,66.119991,81.561566,23.486245,59.537976,70.966132,68.354727,106.07899,105.612392,100.201754,88.047308,101.992633,122.22035,37.955269,28.240986,72.220252,67.012567,45.256577,64.815358,67.475667,106.641226,94.241588,114.292006,68.444607,87.945101,104.268341,122.816424,98.686577,121.767271,105.770924,122.034088,108.581579,144.790433,40.496422,66.373861,54.124768,78.968831,34.984656,48.672672,58.207133,75.178243,63.854161,88.901139,1,1,1,2,2,1
69.103629,40.793046,72.973742,75.969996,86.963602,52.354818,64.622774,57.752333,91.251458,75.592798,20.872696,39.574914,61.340474,64.814647,61.455281,71.736848,64.912738,64.174602,66.803989,82.612667,71.777242,84.559892,105.540745,120.547414,119.359755,128.466167,136.656942,132.557074,119.212076,129.036253,38.049192,26.53188,70.475783,66.593696,44.847217,66.300214,67.4916,103.304686,92.041137,115.876948,69.764686,88.496538,103.744155,123.689736,98.848045,123.597253,105.50169,121.957333,109.964943,144.161466,27.329401,32.627811,33.892526,65.038806,84.41032,91.404319,93.017125,110.589719,102.878819,108.868081,1,1,2,2,2,2
68.335005,42.76683,74.082167,76.305471,86.558458,53.08899,64.330252,58.638992,90.500693,76.488118,37.594916,59.402863,40.146416,52.733931,58.261519,74.577553,97.016204,109.148661,105.558257,120.565108,23.584392,58.716465,73.487698,69.054697,104.911688,104.699963,100.985532,87.474676,102.060194,122.226088,40.251407,26.703531,71.786637,65.199221,44.721137,64.707811,67.236168,105.96435,93.362164,115.145183,73.618829,78.077776,74.225145,44.334735,91.739716,51.451995,99.826403,70.719475,96.243854,82.805772,39.825687,66.433029,52.32836,79.484318,35.230387,49.022829,56.603482,73.943529,65.37907,87.532105,1,2,1,2,1,1
70.226409,42.771456,73.022994,74.849196,88.380442,53.519111,66.630064,59.396519,91.48866,77.341621,37.601828,59.523862,40.206552,53.535199,58.290454,73.265557,99.063611,109.300313,106.755873,120.164725,71.619078,84.373916,105.343924,120.786125,118.827037,127.129701,136.891454,131.765468,117.591067,128.672874,41.317808,27.903818,72.204192,66.607415,46.395033,63.799834,69.044631,106.428636,93.137149,114.271452,68.646489,86.631716,106.123361,124.863809,100.074704,123.851779,107.191415,123.259376,108.150966,146.0918,25.638568,33.292556,35.092425,65.789346,83.332151,91.853604,92.167315,108.983705,100.712806,107.419257,1,2,2,2,2,2
70.624757,42.721404,71.035522,74.781315,87.732656,53.664109,62.890417,58.780975,92.144055,76.525433,39.724232,60.68755,40.277804,52.276047,59.243871,75.124026,97.874441,108.57183,104.136797,120.502113,69.927268,82.860936,104.285911,119.259603,116.093303,126.240583,135.909759,131.181515,117.013312,126.967766,38.729388,27.770203,70.317986,65.928914,45.22499,64.155784,68.000021,104.685985,92.56045,112.832567,70.075647,89.319296,105.667945,123.508341,100.482316,123.799711,106.754515,122.243523,111.110607,145.11549,26.708471,31.561007,34.483387,63.549582,82.162901,91.700361,90.975826,109.966268,101.585532,107.751991,1,2,2,2,2,2
69.600371,42.462206,74.432766,76.246477,87.908415,54.169413,65.345145,57.89014,90.902921,75.830732,21.066156,40.390013,62.4898,65.558586,61.930441,73.229763,65.303059,65.809114,67.898652,83.0902,22.948316,59.136295,73.088884,67.627994,105.080113,103.384354,100.871625,87.877911,102.363967,123.356871,66.939755,54.860032,76.986749,70.54472,63.950253,107.937985,74.761479,88.69479,104.285632,113.281836,74.160908,79.604196,74.182512,45.212063,90.53239,51.639322,100.246135,69.762876,97.970628,81.35376,26.767907,30.204791,34.416386,63.597368,81.825772,90.146818,90.430821,109.972353,101.609235,106.744926,1,1,1,1,1,2
71.619217,43.12995,75.427234,75.733158,86.126936,56.014572,67.022213,59.109735,95.04592,76.868088,38.236237,59.051166,38.005212,53.912876,60.272994,74.912045,98.721514,107.344621,105.310162,119.338906,24.435692,59.581118,71.856433,69.244295,104.958118,105.768501,101.510069,88.41097,103.143354,124.155295,39.80226,26.376898,71.58592,63.706606,45.167487,64.059694,68.631097,106.840941,91.227469,112.065434,69.520627,86.573621,104.189813,123.126482,98.54435,123.369959,104.61727,122.067614,108.469896,144.844676,26.960155,31.959873,33.880584,62.726426,82.470213,89.784003,90.200252,109.834071,102.560738,107.448501,1,2,1,2,2,2
71.086741,40.959874,73.280925,75.906481,89.276122,54.767215,65.845749,60.318779,93.194882,76.84656,19.722347,38.113853,60.062841,63.188996,59.194437,70.503614,64.00681,62.449927,65.402022,80.218835,23.86591,60.174603,73.127171,69.743441,104.544682,105.597168,101.072412,87.314049,102.165215,122.0726,37.438382,25.913947,72.993466,65.227241,45.581149,63.39811,66.090787,104.942393,91.985157,115.23791,76.072523,78.241911,75.604626,43.75671,90.696672,52.001326,100.285137,71.384193,98.802766,80.531752,27.982289,32.620603,35.165387,64.465775,83.037561,91.305235,92.137775,109.290751,103.047518,107.962219,1,1,1,2,1,2
70.050986,42.998592,74.450802,76.252447,88.158317,54.619517,65.539632,57.606412,92.404666,76.160664,37.272648,58.803143,39.615468,51.071825,58.406878,74.715366,97.685854,111.2858,105.718546,121.438485,25.506628,61.436596,74.590989,68.40161,104.910195,105.575487,100.427872,88.477416,103.06551,124.369985,66.529366,55.100004,76.570488,68.828325,63.822897,108.352553,72.980959,88.454672,105.259536,111.032104,68.974254,87.678275,105.079834,124.059784,99.740279,121.846371,105.751567,121.630951,109.281265,145.496919,40.034719,65.941764,53.322806,82.712096,37.69158,49.779838,57.253865,75.910942,64.34336,90.308238,1,2,1,1,2,1
70.759175,43.298353,73.295847,77.376709,87.989949,55.337553,66.602154,61.515119,93.263276,77.407768,37.241578,59.478576,40.331292,51.242096,58.307961,72.668568,97.939952,108.129631,105.504311,120.232756,23.038868,59.134526,71.379742,68.407096,105.145187,104.894486,100.989803,86.63438,103.372571,121.444954,63.39018,52.371466,76.52524,71.152763,62.616728,106.426123,72.452366,88.00073,106.209327,110.00064,70.650041,88.646351,105.019831,123.283809,99.015322,124.862604,107.399005,122.907298,109.550278,146.117588,26.940371,32.664678,33.564758,63.97164,83.438488,90.816285,91.705237,111.174753,103.745659,107.708031,1,2,1,1,2,2
71.360631,42.785925,73.62804,75.335895,88.061162,54.070026,65.472379,57.778952,92.639132,75.87051,20.126786,38.150296,61.191712,64.707235,60.024083,71.099847,64.411118,63.531654,66.38774,81.875819,22.597375,60.705112,71.174689,67.681709,104.736484,105.246968,99.688902,88.123397,101.684746,122.964654,64.019258,53.039302,76.030614,70.044842,64.609279,105.941998,74.188952,87.542104,104.43456,110.293888,67.354628,86.587167,103.964658,122.546951,98.409184,123.350782,104.767733,122.145082,107.951637,144.061124,27.016557,30.667992,32.364984,63.773312,81.739262,91.811802,89.743239,109.806573,101.629129,105.374378,1,1,1,1,2,2
70.646661,40.495709,73.225134,73.732472,87.51393,54.697212,66.171295,58.452481,91.777183,73.728799,37.069547,59.921038,38.99423,50.472305,58.231238,74.186925,96.45392,109.818815,104.929765,119.798365,70.093591,82.991634,104.027933,118.827653,116.434863,126.458982,135.916732,130.669338,116.884623,126.388143,66.340676,53.317342,75.882085,69.400763,62.24911,105.717301,72.829485,87.520228,105.198716,112.795338,70.151103,88.493087,106.857191,123.840675,100.284492,124.682049,105.772719,124.510035,110.5965,147.458634,28.134547,32.371002,34.895307,64.753621,82.093389,90.830612,92.392823,112.332033,103.503595,108.732272,1,2,2,1,2,2
69.653532,42.60103,74.700214,74.929664,87.42916,54.994573,67.35672,59.729952,93.32701,77.30463,20.783046,38.833863,61.045028,63.924974,60.474417,71.650987,64.321545,63.84932,66.386469,81.180708,71.443362,82.76921,104.090121,119.755985,118.465703,127.257529,135.612582,131.938358,117.819746,127.009751,64.786906,53.599815,75.728064,68.915053,62.995488,105.447767,72.902497,87.6196,105.316705,110.418628,73.19533,80.046558,75.108215,43.268851,89.84994,50.090918,98.088177,72.11294,97.644752,80.081614,27.520891,32.261358,35.656144,64.080203,82.177428,89.462027,91.02262,111.895148,102.185454,105.985703,1,1,2,1,1,2
